PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
Aster Pharmacies Group L.L.C - Branch of Abu Dhabi 21,AUH,PHARMACY,AL RAHA,"G-01, BUILDING-P-2629, SECTOR RBW8, AL RAHA BEACH WEST, AL RAHA, ABU DHABI",02-8846576,,
ASTER PHARMACIES GROUP L.L.C (BRANCH OF DUBAI) BRANCH OF ABU DHABI 12,AUH,PHARMACY,AL AIN,"PLOT NO-113, ABU BAKER AL SIDDIQ ST, CENTRAL DISTRICT, AL AIN, ABU DHABI",03-7620142,,
Aster Pharmacies Group L.L.C  Abu Dhabi Branch 11,AUH,PHARMACY,AIRPORT ROAD,"SHOP NO.2, BUILDING NO.193, NEXT TO ADNOC PETROL STATION, SECTOR E 18_01, AIRPORT ROAD, ABU DHABI, UAE",02-6274688,,
Aster Pharmacies Group L.L.C Branch Abu Dhabi 10,AUH,PHARMACY,ELECTRA,"HEIRS OF DARWISH BIN AHMED BUILDING, SHOP NO:005, ZAYED 1ST ST, ELECTRA STREET, ABUDHABI, UAE",02-8868770,,
ASTER PHARMACIES GROUP LLC- BRANCH OF ABU DHABI 7,AUH,PHARMACY,KHALIDIYA,"AL SHAHEEN COMPLEX, NEAR COITHRAM SUPERMARKET, KHALIDIYA, ABU DHABI",02-6395140,,
Aster Pharmacies Group L.L.C- Branch Of Abu Dhabi 8,AUH,Pharmacy,Electra,"Canon Building, Electra Street, Next To Cbi Bank Building",26711831,,
Aster Pharmacies Group L.L.C Branch of Abu Dhabi 9,AUH,PHARMACY,MUROOR,"SHOP 2, BUILDING 139, AL WATHIQ STREET, SULTAN BIN ZAYED THE FIRST , BESIDE ZEHRAT LEBANON, MUROOR ROAD, ABUDHABI",02-8869464,,
Aster Pharmacies Group Llc Branch Abudhabi 13,AUH,Pharmacy,Al Falah Street,"Shop No-3,C57, Darwish Bin Ahmed Building, Al Falah Street, Al Dana east , Beside Taha Medical Center, Abu Dhabi, UAE",25858396,,
ASTER PHARMACIES GROUP LLC-BRANCH OF ABU DHABI 4,AUH,PHARMACY,ABU DHABI,"SHOP NO. 7 & 8, BODEBIS BUILDING, DEFENSE ROAD, DEYYAR",02-4478482,,
Aster Pharmacies Group Llc- Branch Of Abu Dhabi 6,AUH,Pharmacy,Musaffah,"Shabiya#10, Near To Joy Alukas Jewelry, Musaffah",25502429,,
Aster Pharmacies Group Llc-Branch Of Abu Dhabi 5,AUH,Pharmacy,Electra,"Building No 7, Zayed Street, Electra",24489240,,
B F Pharmacy,AUH,Pharmacy,Al Ain,"14th street, Saniya,P.O Box: 8888, Al Ain, UAE",37532777,,
Bab Al Madina Pharmacy,AUH,Pharmacy,Musaffah,"M-26, Mussafah, Shop No. 06, Near Grand Mosque, Abu Dhabi - Uae",26422464,,
BAREEN PHARMACY,AUH,PHARMACY,ABU DHABI,Z15 MOHAMMED BIN ZAYED CITY,02-5545554,,
Better Life Pharmacy Llc-Branch 1,AUH,Pharmacy,Corniche Road,"Better Life Pharmacy, Corniche Road, P.O. Box - 2419",26222230,,
Black Falcon Pharmacy,AUH,Pharmacy,Ghayathi Industrial,"Bin Asheer Building, Ghayathi New Industrial Area, Abu Dhabi, UAE PO Box 38542",26500485,,
Blue Ocean Pharmacy,AUH,Pharmacy,Mohamed Bin Zayed Street,Musaffah Shabiya -Me10 -Mohamed Bin Zayed City,25532323,,
BUHASA PHARMACY,AUH,PHARMACY,BUHASA,"RAMS BUHASA, ABU DHABI",02 6023882,,
Burjeel Al Reem Pharmacy Llc,AUH,Pharmacy,Musaffah,"Burjeel Day Surgery Center  - Gate And Arc Towers, R1-01 + Rg-01, Boutik Mall",80055,,
Burjeel Pharmacy Al Marina Llc,AUH,Pharmacy,Corniche,"P3 Marina Mall, Corniche Road, Abu Dhabi, Uae",80055,,
Burjeel Pharmacy L.L.C – Branch 10,AUH,Pharmacy,Deer Fields,"Deerfields, Mezzanine Floor",80055,,
Burjeel Pharmacy L.L.C – Branch 11,AUH,Pharmacy,Khalifa City,"Khalifa City,Plot Number C6,Unit Number Dukan-04, Abudhabi,Uae-73048",80055,,
Burjeel Pharmacy L.L.C – Branch 12,AUH,Pharmacy,Al Raha,Shop Nember Rtl-G-B1 Sector R 1 (Al Raha Beach Al Zeina Rbw2,80055,,
Burjeel Pharmacy Llc Branch 1 Ex: Medicine Shoppe Pharmacy Llc,AUH,Pharmacy,Musaffah,"Shabia-9, Near Llh Medical Centre-Musaffah, Abu Dhabi, Uae",80055,,
CARE HOSPITAL PHARMACY,AUH,PHARMACY,AL AIN,AL JAHILI AREA,03-7552291,,
Daar Al Misbah Pharmacy,AUH,Pharmacy,Musaffah,"Musafah- Sanayya , M11, Auh -Uae",25535544,,
Dar Al Shifa Pharmacy - Auh,AUH,Pharmacy,Al Dhafra,"Najda Street, Abu Dhabi, Uae",26900900,,
Dar Al Shifaa Pharmacy Llc Branch 2,AUH,Pharmacy,Mussafah,Dalma Mall - Mussafah City,26900900,,
DAS MEDICAL CENTER  PHARMACY,AUH,PHARMACY,AL DHAFRA ISLANDS,DAS ISLAND,02-8090311,,
Drops Pharmacy Abu Dhabi,AUH,Pharmacy,Yaher,Yaher -Hamad Nuamai Building,37532705,,
DROPS PHARMACY BRANCH 1,AUH,PHARMACY,KHALIFA,"EARTH SUPERMARKET, KHALIFA 38,AUH",02-8869114,,
DROPS PHARMACY BRANCH 2,AUH,PHARMACY,MBZ 12,"EARTH SUPERMARKET, MBZ 12",02-8868599,,
DROPS PHARMACY BRANCH 3,AUH,PHARMACY,MBZ 3,"EARTH SUPERMARKET, MBZ 3",02-6450569,,
DROPS PHARMACY BRANCH 4,AUH,PHARMACY,TIWAYAH 1,"EMIRATES NATIONAL SCHOOL, TIWAYAH 1",03-7544694,,
DUO PRIME CARE PHARMACY -L.L.C-S.P.C,AUH,Pharmacy,Musaffah,"Musaffah M4, Plot Number 11, street no. 4, Abu Dhabi, UAE. P. O Box- 92638",25828139,,
Excellent Pharmacy L.L.C,AUH,Pharmacy,Al Mafraq,"Sawaeed Residential Compound,Worker City 2,Al Mafraq Abu Dhabi",25544469,,
Family Pharmacy Llc,AUH,Pharmacy,Madinat Zayed,Abu Dhabi - Madinat Zayed Street - Building: Sons of the late Hamad Muhammad Ali Al-Yabhouni Al Dhaheri,26317417,,
Farmacia Home Healthcare Pharmacy - Auh,AUH,Pharmacy,Musaffah,"Safeermall, Mussafah",25529395,,
Giant Pharmacy L.L.C,AUH,Pharmacy,Musaffah 17,"Musaffah 17, near Shati al madina – Musaffah, P.O. Box 90862, Abu Dhabi",25517211,,
Golden Choice Pharmacy,AUH,Pharmacy,Musaffah,"Musafah- Sanayya , M10, Auh -Uae",25535544,,
Golden Life Pharmacy (Llc),AUH,Pharmacy,Yas Island,Inside Yas Mall Abu Dhabi,45610000,,
Green City Pharmacy Llc,AUH,Pharmacy,Town Center,"Zayed Bin Sultan Street, Near Hayath Centre Al Ain",37515888,,
Green Hills Pharmacy,AUH,Pharmacy,Baniyas,"Mohamad Bin Zayed City ,M 11 , Buiding 150 Shop 1",26785577,,
HABSHAN PHARMACY,AUH,PHARMACY,ZAYED CITY,"BEDA ZAYED ROAD, HABSHAN ABU DHABI",02 6023882,,
Hameem Pharmacy,AUH,Pharmacy,Salam Street,"Musafah- Sanayya , M6, Auh -Uae",25535544,,
Health First Pharmacy - Branch 10,AUH,Pharmacy,Mussafah,"Npcc - Mussafah West 5 (Mw5), Sector No. 15A, Abu Dhabi",25549055; 25588006,,
HEALTH FIRST PHARMACY-BRANCH 12,AUH,PHARMACY,ABU DHABI,"SHOP NO.: G12, ALFALAH VILLAGE 1, ALFALAH CITY",02-6746989,,
HEALTH FIRST PHARMACY-BRANCH 13,AUH,PHARMACY,ABU DHABI,"SHOP 417, DEERFIELD'S MALL,AL BAHIA ABUDHABI DUBAI ROAD, AL SAYYAR STREET",02-5646364,,
Health First Pharmacy Branch 1 Ex: Health First National Pharmacy,AUH,Pharmacy,Al Ain,"Al Muhairi Group Building,Shop No 4,Central District,Town Center,Main Street, Near (Snow White),Al Ain",37662131; 37679905,,
Health First Pharmacy Branch 11 Ex: Health First Alain Pharmacy,AUH,Pharmacy,Al Bateen,"Souq Extra Mall,Ground Floor,Shop No 10, Al Bateen 1,Al Bateen,Alain",37804288; 37820779,,
HEALTH FIRST PHARMACY-BRANCH 14,AUH,PHARMACY,AL AIN,"SHOP NO. F14, BARARI OUTLET MALL, ZAYED BIN SULTHAN STREET",03-7675176,,
Health First Pharmacy Branch 15,AUH,Pharmacy,Khalidiya,"Shop No 91,First Floor,Bawabat Al Sharq Mall,Baniyas East,5Th Street,Near Baniyas Police Station,Abu Dhabi",25851992,,
Health First Pharmacy Branch 18,AUH,Pharmacy,Rahba City,"Alrahba Hospital,Al Shahama,Rahba City, Abu Dhabi",25643948; 25643978,,
Health First Pharmacy Branch 2 Ex: Al Wathbah Pharmacy,AUH,Pharmacy,Baniyas,"Zayed Kamshan Almansouri Heirs Building,Baniyas East 9,Beside Cooperative Society,Baniyas Street, Abudhabi",25834451; 25834754,,
Health First Pharmacy Branch 3 Ex: Health First Aljazeera Pharmacy,AUH,Pharmacy,Musaffah,"Mohamed Aman Hussein Ali Khouri Building, Commercial Mussafah East  ( 10 ),Musaffah, Abu Dhabi",25527070; 25520590,,
Health First Pharmacy Branch 4 Ex: Health First Royal Pharmacy,AUH,Pharmacy,Al Khalidya,"Khaledia, Behind Choithram",26666427,,
Health First Pharmacy Branch 5 Ex: Health First Alsadiq Pharmacy,AUH,Pharmacy,Musaffah,"Rashid Darweesh Alhosany Bldg,Shop No 2,Commercial Mussafah East 11,44Th Street,Mussafah, Abu Dhabi",25530036; 25531898,,
Health First Pharmacy Branch 6 Ex: Health First Joudy Pharmacy,AUH,Pharmacy,Al Khalidia,"Behind Lebanese Restaurant, Al Khalidia St.",26668798; 26655821,,
Health First Pharmacy Branch 7 Ex: Elite Modern Pharmacy,AUH,Pharmacy,Airport Road,"1St Floor,Inside Carrefour,Airport Road,Saqar Hypermarket,Abu Dhabi",24494209; 24434419,,
Health First Pharmacy Branch 8 Ex: New Al Watihbah Pharmacy,AUH,Pharmacy,Baniyas,Baniyas St. Beside Commercial Bank Ad,25822180; 25854714,,
Health First Pharmacy Branch 9 Ex: Health First Planet Pharmacy,AUH,Pharmacy,Al Raha,"Shop Sg-02, Al Bandar Building, Al Raha Beach, Abu Dhabi",25577611; 25563703,,
Healthline Pharmacy Madinat Alryadh Branch,AUH,Pharmacy,"Shamka, Abu Dhabi","Healthline Pharmacy, Healthline Medical Center Building, Al Riyad City, Shamka, Abudhabi",25668600,,
Hope Pharmacy Lllc,AUH,Pharmacy,Al Mafraq,"Gcc New Office Building, Plot No:384 / Building  Mafraq Worker City 1Al Mafraq Industrial Area - Abu Dhabi.",25552687,,
Ibn Rushd Pharmacy Llc,AUH,Pharmacy,Al Nahyan,"Bldg. 3, Sheikh Rashid Road, Al Nahyan Zone 1, Abu Dhabi, UAE",24457727,,
Ibn Sina Pharmacy Llc Branch 12,AUH,Pharmacy,Al Reem Island,Ground Floor Paragon Bay Mall - Ae-Az,26585203,,
Ibn Sina Pharmacy Llc Branch 16,AUH,Pharmacy,Al Marakib St,36 Al Marakib St - Zone 1E5 - Zone 1 - Abu Dhabi,25864016,,
Ibn Sina Pharmacy Llc Branch 17,AUH,Pharmacy,Al Falah,15 Qasdah St - Al Falah - Abu Dhabi,25669135,,
Ibn Sina Pharmacy Llc Branch 7,AUH,Pharmacy,Baniyas East,"Ground Floor, Bawabat Al Sharq Mall, Street 6 - Bani Yas - Baniyas East - Abu Dhabi",25868724,,
Ibn Sina Pharmacy Llc Branch 8,AUH,Pharmacy,Zayed The First St,Spar Super Market Building Al Ahlia Tower - Zayed The First St - Abu Dhabi,26395246,,
Ibn Sina Pharmacy Llc Branch Al Musafah,AUH,Pharmacy,Musafah,"Plot No. 71, St 7, Zone 6 - Abu Dhabi",25550302,,
Ibn Sina Pharmacy Llc Branch Global Care,AUH,Pharmacy,Al Manhal,Building 419 - West 14-1 - Al Manhal - Abu Dhabi,28105952,,
Ibn Sina Pharmacy Llc Branch  Al Corniche,AUH,Pharmacy,Al Corniche,42 Al Hatl St - Al Bateenw10 - W10 - Abu Dhabi,26210405,,
Inpatient Pharmacy - Sheikh Tahnoon Bin Mohammed Medical City,AUH,Pharmacy,Surour St AL MU'TARID,"STMC Hospital, Al Ain, UAE, 6, As Surour St, AL MU'TARID, Al Ain, 30023",24102000,,
Khalidiya Lulu Pharmacy Llc - Branch 2,AUH,Pharmacy,Saadiyat Area,"Hidd Al Saadiyat Rd,Near Lulu Express, Abu Dhabi, UAE",25467085,,
Knights Pharmacy,AUH,Pharmacy,Electra Street,"Adam And Eve Medical Center,01 Floor ,Pink Building,Near Royal Rose Hotel,Electra Street,Abudhabi",26767966,,
Knights Pharmacy - Llc - Khalifa Branch,AUH,Pharmacy,Electra Street,"Adam And Eve Medical Center, 01 Floor, Pink Building, near Royal Rose Hotel, Electra Street",26219996,,
La Fami Pharmacy L.L.C,AUH,Pharmacy,Wadi Al Ain,80 Al Kawakib 7 St - Al Noud - Wadi Al Ain 1 - Abu Dhabi,37221136,,
Life Care International Pharmacy L.L.C,AUH,Pharmacy,Deer Fields,"Al Wathba Razeen Labor City, Abu Dhabi",80055,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 130,AUH,PHARMACY,AL SHAHAMA,"SHOP NO #1, AL SHAHAMAH, ABU DHABI",04-4566737,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 133,AUH,PHARMACY,AL MUNTAZAH,"PLOT NO#C99,SHOP NO#2,AL MUNTAZAH,GARDENIA BUILDING",045610000,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 134,AUH,PHARMACY,MUSSAFAH,"SHOP NO#1,C50 BUILDING,MUSSAFAH ME10",045610000,,
Life Pharmacy L.L.C - Branch Of Abu Dhabi 136,AUH,Pharmacy,Al Rahba,"Adnoc 165, Adnoc Service Station, Al Rahba, Abu Dhabi",25610000,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 148,AUH,PHARMACY,AL NAHYAN,"SHOP NO#1,AYA BUILDING,AL NAHYAN,AL HAFIZ STREET",048365774,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 150,AUH,PHARMACY,MUSHRIF MALL,"MUSHRIF MALL, ABU DHABI",045610000,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 155,AUH,PHARMACY,ABU DHABI,"SHOP NO#2,AL AIN TOWER",045610000,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 156,AUH,PHARMACY,AL DANAH,"UNIT NO#L1-0005,WORLD TRADE CENTRE MALL,AL DANAH,ABU DHABI,UAE",045610000,,
Life Pharmacy L.L.C - Branch Of Abu Dhabi 164,AUH,Pharmacy,Reem Island,"G03-R03, Building C11, Rt3, Sigma Tower,City Of Lights, Reem Island",25610000,,
LIFE PHARMACY L.L.C - BRANCH OF ABU DHABI 18,AUH,PHARMACY,WORLD TRADE CENTRE,"UNIT NO#G055,CENTRAL MARKET SOUK,WORLD TRADE CENTRE",045610000,,
Life Pharmacy Llc  -  Branch Of Abu Dhabi 172,AUH,Pharmacy,Al Zafranah,"Shop No 1, Al Hadh Street, Hadbat Al Zafranah, Abu Dhabi",25610000,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 122,AUH,PHARMACY,MADINAT ZAYED SHOPPING CENTRE,"1ST FLOOR,MADINAT ZAYED SHOPPING CENTRE & GOLD CENTRE",04-5610000,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 127,AUH,PHARMACY,ABU DHABI,"SHOP NO#7, AL FALAH STREET",04-5610000,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 17,AUH,PHARMACY,MUSAFFAH,"UNIT NO: 3 IN P/704 BUILDING, MUSSAFAH ME 10",04-4566737,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 19,AUH,PHARMACY,AL RAHA,"AL RAHA BEACH, ABU DHABI",048365774,,
Life Pharmacy Llc Br 15 Br Of Abu Dhabi 76,AUH,Pharmacy,Town Center,"Shop No: 01, 02, & 03, C10 Building",25610000,,
Life Pharmacy Llc Br 24 Br Of Abu Dhabi 80,AUH,Pharmacy,Town Center,"Shop No 1,Plot C161,Sector Me-9,Abdulla Ali Yateem Bilding,Old Royal Bite",25610000,,
Life Pharmacy Llc Br 27 Br Of Abu Dhabi 87,AUH,Pharmacy,Town Center,"Shop No: Ff027, 028 & Ff Ds07 B",25610000,,
Life Pharmacy Llc Br 28 Br Of Abu Dhabi 88,AUH,Pharmacy,Al Falah,"Shop No: 11, Al Waha Mall Al Falah Street - Abu Obaida Bin Al Jarrah Street",25610000,,
Life Pharmacy Llc Br 32 Br Of Abu Dhabi 92,AUH,Pharmacy,Navy Gate Area,"C-20 Building (Middle East Optical Building), Navy Gate Area",25610000,,
Life Pharmacy Llc Br 33 Br Of Abu Dhabi 93,AUH,Pharmacy,Mussaffah 9,"C172 Building ( P/1236 Adcp),Shop No 7&8,Me 9 Mussafah",25610000,,
Life Pharmacy Llc Br 40 Br Of Abu Dhabi 97,AUH,Pharmacy,Al Nahyan,"Al Nahyan, Oasis Super Market",25610000,,
Life Pharmacy Llc Br 46 Br Of Abu Dhabi 99,AUH,Pharmacy,Muroor Complex,"Shop No Mu 06,Muroor Complex,Al Saadah",25610000,,
Life Pharmacy Llc Br 49 Br Of Abu Dhabi 101,AUH,Pharmacy,Town Center,"Shop No: 07, Abu Dhabi Cooperative Society",25610000,,
Life Pharmacy Llc Br 50 Br Abu Dhabi 102,AUH,Pharmacy,Al Dhaid Street,"First Floor,Plot No C1,Shop No#7,Sector Mq8,Al Dhaid Street,Rabdan Mall",25610000,,
Life Pharmacy Llc Br 51 Br Of Abu Dhabi 103,AUH,Pharmacy,Al Nahyan,"C88 Building, Aradah Street, Al Nahyan",25610000,,
Life Pharmacy Llc Br 53 Br Of Abu Dhabi 1,AUH,Pharmacy,Al Raha Beach,"Shop No 2,C13 Building,Zeina Community,Al Raha Beach",25610000,,
Life Pharmacy Llc Br 54 Br Of Abu Dhabi 108,AUH,Pharmacy,Mushrif Mall,"Unit No#248 & 249 A,Second Floor,Mushrif Mall",25610000,,
Life Pharmacy Llc Br 56 Br Of Abu Dhabi 112,AUH,Pharmacy,Souq Street,"Shop No#2&3,Souk Street,Al Shahama Street",25610000,,
Life Pharmacy Llc Br 57 Br Of Abu Dhabi 114,AUH,Pharmacy,Tourist Club,"Shop No#4,C15,Al Zahiya,Tourist Club",25610000,,
Life Pharmacy Llc Br 58 Br Of Abu Dhabi 115,AUH,Pharmacy,Mazyad Mall,"Unit No G25,Ground Floor,Mazyad Mall",25610000,,
Life Pharmacy Llc Br 61 Br Of Abu Dhabi 118,AUH,Pharmacy,Town Center,"Shop No: 01, Mubarak Al Khaily Al Hawash Building, Town Center",25610000,,
Life Pharmacy Llc Br Abu Dhabi 11,AUH,Pharmacy,Khalidiya,"Shop No 1 ,Baniyas Tower,  Khalidiya Area",25610000,,
Life Pharmacy Llc Br Of Abu Dhabi 123,AUH,Pharmacy,Al Yahar Mall,"Showroom 01, Plot No: 64, Near Al Yahar Mall, Al Aamerah St",25610000,,
Life Pharmacy Llc Br Of Abu Dhabi 124,AUH,Pharmacy,Najda Street,"Plot No: P2, Shop No: M24, Mezzanine Floor, Saeed Bin Ahmed Al Otaiba Street (Najda Street)",25610000,,
LIFE PHARMACY LLC BRANCH 10 - BRANCH OF ABU DHABI 53,AUH,PHARMACY,ELECTRA,"SHOP NO: 2, PLOT C22, DARWISH BIN AHMED BLDG, ELECTRA ST, ABU DHABI, UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 12 - BRANCH OF ABU DHABI 55,AUH,PHARMACY,HAMDAN,"G02, MURAIJEB TOWER, PLOT C 12, HAMDAN STREET",04-5610000,,
LIFE PHARMACY LLC BRANCH 135 - BRANCH - BRANCH OF ABU DHABI 1,AUH,PHARMACY,AL HISN,"UNIT NO: 2 IN FATIMA BIN DARWISH BUILDING, AL HISN",045610000,,
LIFE PHARMACY LLC BRANCH 141 - BRANCH OF ABU DHABI 140,AUH,PHARMACY,AL MAWAKIB,"C 41 BUILDING ,ADCP P1751,AL MAWAKIB,TOURIST CLUB",045615511,,
LIFE PHARMACY LLC BRANCH 16 - BRANCH OF ABU DHABI 77,AUH,PHARMACY,ABU DHABI,"AL NAHYAN,P 178 ,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 17 - BRANCH OF ABU DHABI 63,AUH,PHARMACY,AL BATEENA,"GF SHOP 01, PLOT C 29-C 42, AL JIMI AVENUE, AL BATEENA AREA,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 18 BRANCH OF ABUDHABI 64,AUH,PHARMACY,ABU DHABI,"SHOP RG-004, AL RAYYANA CENTRE,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 19 BRANCH OF ABUDHABI 65,AUH,PHARMACY,AL ZAHIYA,"SHOP NO#01,ADCP BUILDING P/1135,AL SALAM ST,AL ZAHIYA,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 21,AUH,PHARMACY,ABU DHABI,"SHOP NO#01,ADCP BUILDING P/1370,FARAH TOWER",04-5610000,,
LIFE PHARMACY LLC BRANCH 25 - BRANCH OF ABUDHABI 85,AUH,PHARMACY,AL AIN,"AL NEYADI BUILDING,TOWN CENTER,  CENTRAL DISTRICT",04-5610000,,
LIFE PHARMACY LLC BRANCH 26 - BRANCH OF ABU DHABI 86,AUH,PHARMACY,AL AIN MALL,"AL AIN MALL,GROUND FLOOR,SHOP NO#G144,ABU DHABI,UAE",04-5610000,,
Life Pharmacy Llc Branch 31 Branch Of 6 Branch Of Abu Dhabi 12,AUH,Pharmacy,Abu Dhabi,"Unit no. G124, Madinat Zayed Shopping Center",25610000,,
Life Pharmacy Llc Branch 34  Branch Of Abu Dhabi 57,AUH,Pharmacy,Al Ain,"Shop # G004, Ground Floor, Al Ain Mall, Al Ain",35610000,,
LIFE PHARMACY LLC BRANCH 35 - BRANCH OF ABU DHABI 58,AUH,PHARMACY,AL AIN MALL,"AL AIN MALL,SECOND FLOOR,SHOP NO#S022,ABU DHABI,UAE",04-5610000,,
Life Pharmacy Llc Branch 36 Branch Of Abu Dhabi 17,AUH,Pharmacy,Abu Dhabi,"Unit No: 1, View Tower, Abu Dhabi",25610000,,
Life Pharmacy Llc Branch 37 Branch Of Abu Dhabi 18,AUH,Pharmacy,Abu Dhabi,"Unit No: 3 &4, Mermaid Tower, Khalidiya",25610000,,
LIFE PHARMACY LLC BRANCH 38 - BRANCH OF ABUDHABI 95,AUH,PHARMACY,AL AIN,"SHOP NO: 03, PROPERTY NO: 136, KHALIFA BIN ZAYED STREET,",04-5610000,,
LIFE PHARMACY LLC BRANCH 39 - BRANCH OF ABUDHABI 96,AUH,PHARMACY,HAMDAN,"SHOP NO. 14, BAIT AL SANAN, HAMDAN MAIN STREET,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH 41 - BRANCH OF ABU DHABI 104,AUH,PHARMACY,AL AIN,"INSIDE CARREFOUR , AL JIMI MALL, AL AIN, UAE",04-5610000,,
Life Pharmacy Llc Branch 42 Branch Of Abu Dhabi 24,AUH,Pharmacy,Abu Dhabi,"Shop 2, ADNOC Service Station, Officer City 950, Rabdan,",25610000,,
Life Pharmacy Llc Branch 43 Branch Of Abu Dhabi 25,AUH,Pharmacy,Abu Dhabi,"Unit No: DT-R3, Al Reef 1 Community Retail Area, Al Reef Down Town",25610000,,
Life Pharmacy Llc Branch 44 Branch Of Abu Dhabi 37,AUH,Pharmacy,Abu Dhabi,"Shop 01, Plot C-12, Building No: 266, Al Zahiyah (Moda Khassa)",25610000,,
Life Pharmacy Llc Branch 47 Branch Of Abu Dhabi 29,AUH,Pharmacy,Abu Dhabi,"Showroom 1, Sea Face Tower, Al Reem Island",25610000,,
LIFE PHARMACY LLC BRANCH 52 - BRANCH OF ABUDHABI 105,AUH,PHARMACY,BAWADI MALL,"INSIDE CARREFOUR , BAWADI MALL, AL AIN, UAE",04 5610000,,
LIFE PHARMACY LLC BRANCH 55 - BRANCH OF ABUDHABI 111,AUH,PHARMACY,AL DANAH,"65, HATTA ST, AL DANAH, ABU DHABI 22217",04-5610000,,
LIFE PHARMACY LLC BRANCH 62 - BRANCH OF ABUDHABI 119,AUH,PHARMACY,ABU DHABI,"SHOP NO#2,C57,HAZZA AL MANSOORI BUILDING,AL DANAH",04-5610000,,
Life Pharmacy Llc Branch Of Abu Dhabi 1,AUH,Pharmacy,Abu Dhabi,"Shop: S 002, Meena Area, Plot No: C 51, Silverwave Tower",25610000,,
Life Pharmacy Llc Branch Of Abu Dhabi 33,AUH,Pharmacy,Abu Dhabi,"Shop No. B08/09- Basement floor, Opposite to Carrefour Hypermarket,",25610000,,
Life Pharmacy Llc Branch Of Abu Dhabi 5,AUH,Pharmacy,Abu Dhabi,"Shop No: 2/G02, W 14-2 Building, Plot C 17, Al Ghaith Holding Tower,",25610000,,
Life Pharmacy Llc Branch Of Abu Dhabi 9,AUH,Pharmacy,Abu Dhabi,"Sheikha Salama Building, Shop 01,Plot C-79, Building No: P/52, near Emirates Discount Market",25610000,,
LIFE PHARMACY LLC BRANCH OF ABUDHABI 7,AUH,PHARMACY,ABU DHABI,"RETAIL 03, PLOT C-111, GROUND FLOOR, BLOOM GARDENS, RETAILS B,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC BRANCH OF ABUDHABI 8,AUH,PHARMACY,ABU DHABI,"UNIT NO#FF05,FIRST FLOOR, ARMED FORCES COOP SOCIETY",04-5610000,,
Life Pharmacy Llc Branch Of Dubai Branch Of Abu Dhabi 1,AUH,Pharmacy,Abu Dhabi,"Shop V3B-G-07, Al Falah Village & Neighbourhood Centre,",25610000,,
Life Pharmacy Llc Branch Of Dubai Branch Of Abu Dhabi 2,AUH,Pharmacy,Abu Dhabi,"Unit No: PR00005-GF-SH2, PR000054-GF-SH5, Al Hamra Building,",25610000,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 14,AUH,PHARMACY,AL FALAH PLAZA,"SHOP NO: 3, BUILDING B/704, PLOT C182, AL FALAH PLAZA (FORMER BURGER KING), ABU DHABI, UAE",04-5610000,,
LIFE PHARMACY LLC - BRANCH OF ABU DHABI 2,AUH,PHARMACY,ABU DHABI,"SHOP M#14, FIRST FLOOR, NEAR GREEN CORNER & RASASI PERFURMES, MINA CENTER, AL SUHILIYAH STREET, AL MINA,ABU DHABI,UAE",04-5610000,,
LIFE PHARMACY LLC - BRANCH OF ABUDHABI 13,AUH,PHARMACY,ABU DHABI,"SHOP NO: 1, AL BALOUSHI TOWER",04-5610000,,
LIFE PHRMACY LLC - BRANCH OF ABUDHABI 6,AUH,PHARMACY,KHALIFA CITY,"SHOP NO#01,C1 BUILDING,KHALIFA CITY",04-5610000,,
Llh Pharmacy Al Musaffah Llc,AUH,Pharmacy,Mussafah,"M40, Km Trading Building, Icad, 16 Street
Musaffah.",80055,,
Llh Pharmacy Llc - Auh,AUH,Pharmacy,Muroor Road,"Marina Plaza, Muroor Road, Abu Dhabi",80055,,
Lulu Al Ain Pharmacy Llc,AUH,Pharmacy,Al Ain,"Lulu Hypermarket, Saiya, Al Ain",27212330,,
Lulu Al Ain Pharmacy Llc Branch,AUH,Pharmacy,KUWAITAT,"Lulu Hypermarket, KUWAITAT, AL AIN",27640687,,
Lulu Alfoah Pharmacy Llc,AUH,Pharmacy,Al Foah,"Al Foah Mall, Al Foah, Al Ain",27843221,,
