PROVIDER NAME,EMIRATE,NETWORK_TIER,AREA,TELEPHONE,PROVIDER TYPE,lat,lon
MASAFI HOSPITAL,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",E88 IN FUJAIRAH,04-6656113,HOSPITAL,25.298768,56.165016
AL FUJAIRAH HOSPITAL,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","SKH.KHALIFA BIN ZAYED ROAD, OPP FUJ",04-6656113,HOSPITAL,25.125352,56.313912
SHEIKH KHALIFA GENERAL HOSPITAL,UMQ,"PLATINUM,G PLUS,GOLD,SILVER","AL SALAMA,MINISTRY SOCIAL AFFAIRS",06-7061111,HOSPITAL,25.50114,55.59884
UMM  AL QUWAIN HOSPITAL,UMQ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","KING FAISAL ROAD, AL RAAS",04-6656113,HOSPITAL,25.574291,55.558877
FREEDOM MEDICAL POLY CLINIC L.L.C (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ZAYED THE 2ND,02-6336744,MEDICAL CENTER,24.488198,54.364669
NEW NATIONAL MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSAFFAH,02-5520100,MEDICAL CENTER,24.337515,54.53219
ANSARI MEDICAL CENTRE - LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL NASER ST,02-6394139,MEDICAL CENTER,24.475842,54.321255
MAKKAH SPECIALISED MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",HAMDAN STREET,02-6223245,MEDICAL CENTER,24.4869,54.358028
IBN NAFEES MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",NAJDA STREET,02-6324200,MEDICAL CENTER,24.491406,54.368548
TAHA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL FALAH STREET,02-6343438,MEDICAL CENTER,24.480685,54.371536
AMWAJ MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",KHALIFA STREET,02-6273888,MEDICAL CENTER,24.491611,54.360029
AMERICAN CRESCENT HEALTH CARE CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL KHALIDYAH STREET CENTRAL AREA,02-6325000,MEDICAL CENTER,24.479435,54.355995
CORNICHE GATE MEDICAL CENTER- SOLE PROPRIETORSHIP L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","VILLA 110, VEN LOUTEYA AL NASR ST.",02-4488442,MEDICAL CENTER,24.48128,54.350851
AL AMAL MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",BANIYAS CITY,02-5832331,MEDICAL CENTER,24.282937,54.646916
GOLDEN SANDS MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",OLD PASSPORT ROAD,02-6427171,MEDICAL CENTER,24.480363,54.3727
"AMRITA MEDICAL CENTRE (PHYSIOTHERAPY SERVICES INCLUDED EFFECTIVE 14/02/2019, EXCLUDING MOSTAFA KAMAL ELEISHY- GD6773",AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",SHERATON KHALIDIYA,02-6661555,MEDICAL CENTER,24.4767,54.348
CONSULTANTS MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER",SALAM STREET,02-6794100,MEDICAL CENTER,24.499082,54.375787
APOLLO MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BHS BUILDING,02-6397733,MEDICAL CENTER,24.487971,54.363538
AL HENDAWY MEDICAL CENTRE. (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER","MURROR ROAD,OPP MADINAT ZAYED SHOPPING CENTER",02-6213666,MEDICAL CENTER,24.470744,54.364801
"THE SPECIALIST DIABETES TREATMENT""&"" RESEARCH CENTRE (IMPERIAL COLLEGE LONDON DIABETES CENTRE) L.L.C (EXCLUDING DENTAL)",AUH,"PLATINUM,G PLUS",AL KHALEEJ AL ARABI STREET,02-4040951,MEDICAL CENTER,24.420337,54.428385
BANIYAS MEDICAL CLINICS,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",BANIYAS,02-5831116,MEDICAL CENTER,24.287183,54.64145
BLOOM PLUS MEDICAL CENTER - LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","VILLA 711, AL ANWAR STREET,Z20, MBZ CITY",02-8865880,MEDICAL CENTER,24.4855,54.36225
COSMPOLITAN MEDICAL CENTRE - SOLE PROPRIETORSHIP L.L.C. (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","201, FIRST FLOOR, HAMEEM MALL, AL DHAFRAH REGION",02-6314422,MEDICAL CENTER,24.488617,54.366633
AMERICAN EUROPEAN MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",OLD AIRPORT ROAD,02-4455477,MEDICAL CENTER,24.461272,54.379743
"ADAM & EVE SPECIALIZED MEDICAL CENTER (EXCLUDING DENTAL,ALTERNATIVE TREATMENT SERVICES,GD20483-HODA MOHAMED,DR.PRATHIBA JOHNS-GD15495,DR.JISHA RACHEL GD17357,DR. JASEENA THIDIL GD19582,DR.SHINE SHERSHAD GA3501,DR.ATHIRA CHERAKKARA)",AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",NEAR ELDERADO CINEMA-ELECTRA STREET,02-6767366,MEDICAL CENTER,24.493143,54.372447
"MARIYAM MEDICAL CLINIC (EXCLUDING DENTAL, EXCLUDING DOCTOR SANOBER MUMTAZ ALI SANAULLAH-GD20667",AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",HAMDAN STREET,02-6214626,MEDICAL CENTER,24.290846,54.213696
AL AMEEN MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ELECTRA STREET,02-6339722,MEDICAL CENTER,24.487351,54.366019
HOME HEALTH MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSSAFAH,02-5530162,MEDICAL CENTER,24.327609,54.533018
ADVANCED CURE DIAGNOSTIC CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",AL BATEEN,02-4100900,MEDICAL CENTER,24.459255,54.349241
AL RAFA MEDICAL CENTRE AUH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","UNITED SQUARE BUILDING, BESIDE KHALIDIYA MALL",02-6266672,MEDICAL CENTER,24.490605,54.363787
AL MARIA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ZAYED 2 STREET, ELECTRA ROAD",02-6331330,MEDICAL CENTER,24.494359,54.367491
GULF INTERNATIONAL CANCER CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHAHAMA,",02-5635558,MEDICAL CENTER,24.501833,54.652883
DELMA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","DELMA ST.,AL NAHYAN CAMP",02-4481800,MEDICAL CENTER,24.469,54.383583
OXFORD MEDICAL CENTRE (EXCLUDIN GDR. MOHAMED ISMAIL AHMED HASSAN  GD23852,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUROOR ROAD,02-4489666,MEDICAL CENTER,24.440546,54.24428
HEALTHPLUS WOMENS HEALTH CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD",DEFENCE ROAD,02-6433494,MEDICAL CENTER,24.463601,54.364455
AL RAYYAN MEDICAL CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",MUSAFFAH,02-5517190,MEDICAL CENTER,24.327096,54.534674
SHAHEEN MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL FALAH STREET,02-6411345,MEDICAL CENTER,24.476305,54.367035
"MY HEALTH MEDICAL CENTRE L.L.C. (EXCL-DR.MOHAMED FAHMY-GD5690,DR.MOHAMMED ABDUL RAHMAN-GD5785,AMAL TAJ-GD5985,NAHED AHMED-D4680)",AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","60TH ST. BANIYAS EAST 3, ABU DHABI",02-6767873,MEDICAL CENTER,24.490908,54.370972
ALPHA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL FIRDOUS CENTRE, SANAYA M3",02-5558383,MEDICAL CENTER,24.499377,54.372587
AMANA SPECIALIZED CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER",CORNICHE ROAD,02-6228660,MEDICAL CENTER,24.483859,54.349139
NOVA DENT CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",KHALIDIYA STREET,02-6657557,MEDICAL CENTER,24.448092,54.367113
EXETER MEDICAL CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",AL BATEEN AREA,02-6354321,MEDICAL CENTER,24.446385,54.36251
HEALTHWAY MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",BANIYAS CITY,02-5828989,MEDICAL CENTER,24.29905,54.63025
CENTRAL CLINIC L.L.C. (,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",HAMDAN STREET,02-6323497,MEDICAL CENTER,24.487187,54.360202
AL BATEEN HEALTHCARE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","23 MUROOR ST, BATEEN",02-8114668,MEDICAL CENTER,24.46085,54.3418
AL ROWDA FAMILY MEDICINE CLINIC (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",DELMA STREET,02-8191567,MEDICAL CENTER,24.4627,54.367817
ETTIHAD HEROES HEALTHCARE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","STREET 23,KAZAKHSTAN EMBASSY",02-8191250,MEDICAL CENTER,24.468835,54.353087
AL ZAFARANAH FAMILY MEDICINCE CLINIC (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","STREET 29, AL MUROOR ROAD",02-4445202,MEDICAL CENTER,24.435033,54.433833
AL MADINA OCCUPATIONAL HEALTH CENTER (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR MADINAT ZAYED SHOPPING CENTER,02-6341485,MEDICAL CENTER,24.483203,54.361811
BANIYAS HEALTH CENTER (AHS) (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BANIYAS AREA,02-7116313,MEDICAL CENTER,24.293879,54.657645
BEDA AL MUTAWA MEDICAL CENTER (DENTAL INCLUDED EFFECTIVE FROM 01/11/2018,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","WESTERN REGION, CLOSE TO GHAYTHI,",02-8839140,MEDICAL CENTER,23.788567,52.571777
ABU AL - ABYAD PHC (DENTAL INCLUDED EFFECTIVE FROM 01/11/2018),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-8839140,MEDICAL CENTER,24.133717,53.273333
AL MAQTAA HEALTHCARE  CENTER (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BAIN AL JISREEN, MAFRAQ",02-5584611,MEDICAL CENTER,24.402217,54.504433
SAMHA HEALTH CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR AL SAMHA MOSQUE,AL SAMHA",02-5620048,MEDICAL CENTER,24.6653,54.77275
AL KHATIM HEALTH CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL KHATIM,02-5641192,MEDICAL CENTER,24.186466,54.996592
MADINAT KHALIFA HEALTHCARE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KHALIFA CITY A,02-5561695,MEDICAL CENTER,24.427767,54.5649
AL BAHYA HEALTHCARE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",SHAHAMA,02-5632599,MEDICAL CENTER,24.297533,54.637717
AL KHAZNAH PRIMARY HEALTH CARE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL KHAZNA,02-5661350,MEDICAL CENTER,24.17085,55.113933
DISEASE PREVENTION AND SCREENING CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","HAZZA BIN ZAYED ST,BEHIND SKMC,",02-6169499,MEDICAL CENTER,24.368933,54.502167
AL CORNICHE WOMEN'S HEALTH CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",CORNICHE HOSPITAL - AB,02-6724900,MEDICAL CENTER,24.46177,54.364824
AL DHAFRA FAMILY MEDICINE CENTER (DENTAL INCLUDED EFFECTIVE FROM 01/11/2018,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-8942000,MEDICAL CENTER,23.870283,52.81095
DISEASE PREVENTION & SCREENING CENTER-MD (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MADINAT ZAYED,02-8846223,MEDICAL CENTER,24.468983,54.367933
WESTERN MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","OPP YASMINA SCHOOL, KHALIFA CITY A",02-5565522,MEDICAL CENTER,24.422632,54.570952
PESHAWAR MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ME#40 IN FRONT OF ICAD CITY,MUSAFFA",02-5508987,MEDICAL CENTER,24.346017,54.489617
SHIFA AL AIN MEDICAL CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MAIN STREET, NEAR CLOCK TOWER, AL AIN",03-7662172,MEDICAL CENTER,24.230461,55.742771
MEZYAD MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",MUSAFFAH,02-5519977,MEDICAL CENTER,24.3732,54.537567
PRIME CARE MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","NEAR EMIRATES ID AUTHORITY,MUSSAFAH",02-5538188,MEDICAL CENTER,24.36625,54.517433
LOTUS HOLISTIC ALTERNATIVE MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER",KHALIFA CITY A,02-5579801,MEDICAL CENTER,24.427783,54.585433
HABSHAN MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6038331,MEDICAL CENTER,23.847283,53.6363
ASAB MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6034222,MEDICAL CENTER,23.296667,54.22395
BUHASA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6035269,MEDICAL CENTER,23.54895,53.309867
HEALTH PLUS DIABETES & ENDOCRINOLOGY LLC,AUH,"PLATINUM,G PLUS,GOLD","32ND STREET, AL BATEEN AREA",02-6433494,MEDICAL CENTER,24.4453,54.361383
NMC ROYAL FAMILY MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","STREET NO.79, NEAR CAPITAL MALL,MBZ",02-6911500,MEDICAL CENTER,24.37455,54.531717
SAHARA MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","M44, MUSAFFAH",02-5556393,MEDICAL CENTER,24.345915,54.482063
ADVANCED CURE DIAGNOSTIC CENTER BRANCH,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","32ND ST, AL BATEEN AREA, 4TH VILLA",02-4100915,MEDICAL CENTER,24.463124,54.344322
SEHA KIDNEY CARE CENTER - CENTRAL (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MAFRAQ AREA,",02-7117459,MEDICAL CENTER,24.326708,54.61588
SEHA DIALYSIS SERVICES - MADINAT ZAYED (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MADINAT ZAYED HOSP,WESTERN REGION",02-4102000,MEDICAL CENTER,23.657917,53.680861
LIWA MEDICAL POLYCLINICS (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","NEW BLDG, LIWA, WESTERN REGION",02-8822877,MEDICAL CENTER,23.14768,53.8071
MEDICAL SERVICES OF ADMIN-POLICE,AUH,"PLATINUM,G PLUS,GOLD,SILVER","AL MUROOR ROAD POLICE ACADEMY AREA,",02-5128014,MEDICAL CENTER,24.438675,54.424618
NEW NATIONAL MEDICAL CENTRE-LLC-BRANCH 1 (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL MASAWOOD VILLAGE (ICAD),",02-5520100,MEDICAL CENTER,24.337346,54.532287
UNIVERSAL SPECIALTY MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","MUSAFFAH SECTOR 9,MBZ CITY",02-5524425,MEDICAL CENTER,24.341608,54.536771
STAR MEDICAL CENTER LLC (EXCLUDING DENTAL & EXCLUDING QASIM  MUHAMMAD -GD22130,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","ANARKALI PLAZA,NEAR ALAM MARKET",02-6333020,MEDICAL CENTER,24.486031,54.362093
MADINAT MOHAMED BIN ZAYED HEALTHCARE CEN (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MOHAMED BIN ZAYED CITY,",02-4102000,MEDICAL CENTER,24.332997,54.557409
BIO LIFE MEDICAL CENTER L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","SHABIA ME7, MUSAFFA,",02-5559495,MEDICAL CENTER,24.340914,54.533087
CANADIAN MEDICAL & REHABILITATION CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",KHALIFA CITY -A,02-5571750,MEDICAL CENTER,24.422638,54.546433
FIRST GLOBAL CLINIC - SOLE PROPRIETORSHIP L.L.C (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ZAYED THE 1ST STREET, KHALIDIYA",02-6650015,MEDICAL CENTER,24.465,54.33721
MEDLINE MEDICAL CENTRE LLC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","M26, MUSAFFAH",02-5530577,MEDICAL CENTER,24.351175,54.520771
KOHAT MEDICAL CENTRE L.L.C (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","MUSSAFA INDUSTRIAL, M40,GHAZAL TAXI",02-5511129,MEDICAL CENTER,24.352931,54.48674
EMIRATES JORDANIAN MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",BANIYAS NEAR BANIYAS COURT,02-5836999,MEDICAL CENTER,24.27769,54.64405
FAKIH MEDICAL CENTER LLC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER","ST.11,HAZAA BIN ZAYED,THE FIRST ST",02-4414848,MEDICAL CENTER,24.466669,54.367418
YAS HEALTHCARE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER","OFFICE TOWER,DUSIT THANI,MUROOR",02-3336999,MEDICAL CENTER,24.455042,54.394707
STAR MEDICAL CENTRE - BRANCH 1 (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","M-26, SANAYA, MUSAFFAH",02-5558081,MEDICAL CENTER,24.486036,54.362072
KKT ORTHOPEDIC SPINE CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","WEST 39,VILLA#5,BATEEN AREA",02-6815550,MEDICAL CENTER,24.46205,54.339243
MESK ALMADINA MEDICAL CENTER LLC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ICAD AREA M40 PLOT 96 MUSSAFAH,02-5504333,MEDICAL CENTER,24.451484,54.389161
ALL CARE MEDICAL CENTER L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","DELMA STREET, BETWEEN AIRPORT &",02-6660818,MEDICAL CENTER,24.46396,54.37938
DAAR AL MISBAH MEDICAL CENTER L.L.C. (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUSAFFAH, SANAYA, BUILDING NO: 01,",02-6213119,MEDICAL CENTER,24.359769,54.503872
TIME CURE MEDICAL CENTER (,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSSAFAH-ICAD,02-5508998,MEDICAL CENTER,24.344727,54.495178
HOLISTIC MEDICAL CENTER L.L.C (EXCLUDING DENTAL & DR.SHAHZAD  ABBAS-GD22384,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",KHALIFA CITY - BESIDE AL FORSAN CLU,02-6661567,MEDICAL CENTER,24.406546,54.552153
OCCUMED CLINIC LLC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,ASASI","GLOBAL ASCENT BUSINESS CENTER, MUSSAFAH",02-8781358,MEDICAL CENTER,24.365828,54.521175
LLH MEDICAL CENTRE AL MUSAFFAH L.L.C. (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,ASASI",MUSAFFAH,02-4116444,MEDICAL CENTER,24.341095,54.53749
GOLDEN HEALTH MEDICAL CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL-SALAM LIVING CITY,02-5855552,MEDICAL CENTER,24.480323,54.372666
BURJEEL MEDICAL CENTRE ALZEINA L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,ASASI","AL RAHA BEACH ISLAND,ZEINA",02-2054323,MEDICAL CENTER,24.454819,54.614288
INTERCARE HEALTH CENTER L.L.C. (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER","VILLA 35-B, MARINA VILLAGE,",02-6390080,MEDICAL CENTER,24.473162,54.317451
PARAMOUNT DENTAL CLINICS L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",ALNADJA ST. OPPOSITE OF AL MARIAH M,02-6228724,MEDICAL CENTER,24.493409,54.366543
AL MUSHRIF CHILDREN'S SPECIALTY CENTRE (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KAZAKHASTAN EMBASSY,09-7180050,MEDICAL CENTER,24.435363,54.403212
HEALTH PLUS FERTILITY CENTER (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD","11 ST,HAZA BIN ZAYED ST, AL KARAMA",02-6433494,MEDICAL CENTER,24.463606,54.364439
SAMA ALSHAMKHA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ALSHAMKHA, NEAR ADNOC",02-5866020,MEDICAL CENTER,24.363471,54.689669
EASTERN AL AHILI MEDICAL CENTER BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","NEXT TO NBAD, MUSSAFAH",02-4442235,MEDICAL CENTER,24.377824,54.523639
MUBARAK MEDICAL CENTER - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","BANIYAS,AL ESHOUSH VILLAGE,",02-5837772,MEDICAL CENTER,24.258915,54.63058
SIR BANIYAS CLINIC (DENTAL INCLUDED EFFECTIVE FROM 01/11/2018,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL GHARBIA HOSPITALS ADMIN BLD,",02-8070000,MEDICAL CENTER,24.277089,52.621871
SEHA DIALYSIS SERVICES AL WAGAN HOSPITAL (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ADMIN OFF BLG,NEAR MAFRAQ HOSPITAL",02-5012925,MEDICAL CENTER,23.636667,55.567167
SEHA DIALYSIS SERVICES - DELMA HOSPITAL (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ADMIN BLG,NEAR MAFRAQ HOSPITAL",02-5012925,MEDICAL CENTER,24.195833,55.650389
NMC ROYAL MEDICAL CENTRE L.L.C.,AUH,"PLATINUM,G PLUS,GOLD","SAMA TOWER,5TH FLOOR",02-4978466,MEDICAL CENTER,24.456248,54.340072
IBN AL NAFEES MEDICAL CENTER BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","VILLA 94,16TH STREET,KHALIFA CITY A",02-5553800,MEDICAL CENTER,24.423189,54.56607
FAKIH IVF FERTILITY CENTER LLC ((FOR IVF ONLY)),AUH,"PLATINUM,G PLUS,GOLD",HAZZA BIN ZAYED ST,02-4444107,MEDICAL CENTER,24.481522,54.3668
HOPE MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL MAFRAQ INDUSTRIAL AREA,02-5551430,MEDICAL CENTER,24.28521,54.60068
BURJEEL OASIS MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,ASASI",BADA ZAYED( WESTERN REGION),02-8946666,MEDICAL CENTER,23.66706,53.698107
CELESTE MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ASHAREJ DISTRICT-BIDAA BIN AMMAR- S,03-7673298,MEDICAL CENTER,24.198655,55.663129
HARMONY MEDICAL CENTER (EXCLUDING GD15759-DR OUSSAMA BELRHITI ALAOUI EFFECTIVE FROM 06/11/2018),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","16TH STREET, KHALIFA CITY A,NEAR EMIRATES ISLAMIC BANK",02-5556244,MEDICAL CENTER,24.40713,54.57115
TAJMEEL KIDS PARK MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD","FUN ZONE EMIRATES , AL SHAHAMA",02-5646500,MEDICAL CENTER,24.46236,54.367956
