SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
65,AJM,Ajman,CLINIC,DOUBLE CARE MEDICAL CENTER L.L.C,MOH-F-1000682,AJMAN,"AL SHOROUQ TOWERS, BLOCK A UNIT 101 - AJMAN, UAE",06-7448822,https://www.google.com/maps/search/?api=1&query=AL%20SHOROUQ%20TOWERS%2C%20BLOCK%20A%20UNIT%20101%20-%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
66,AJM,Ajman,CLINIC,UNITED MEDICAL CENTER LLC,MOH-F-1000909,INDUSTRIAL AREA 2,"MUGHALS BUILDING SHOP NO: 6, INDUSTRIAL AREA 2 AJMAN, UAE",050-2672163,https://www.google.com/maps/search/?api=1&query=MUGHALS%20BUILDING%20SHOP%20NO%3A%206%2C%20INDUSTRIAL%20AREA%202%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
67,AJM,Ajman,CLINIC,AL JURF MEDICAL CENTER,MOH-F-1000125,AL JURF,"FLAT NO:105 & 106 AL JURF BUILDING 3, AJMAN, UAE",06-7499766,https://www.google.com/maps/search/?api=1&query=FLAT%20NO%3A105%20%26%20106%20AL%20JURF%20BUILDING%203%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
68,AJM,Ajman,CLINIC,AL JURF MEDICAL CENTER - BRANCH 01,MOH-F-1000754,"INDUSTRIAL AREA,SANAYA","SHOP 21-20, NEAR EMIRATES GAS SIGNAL, INDUSTRIAL AREA, SANAYA,AJMAN",06-5399414,https://www.google.com/maps/search/?api=1&query=SHOP%2021-20%2C%20NEAR%20EMIRATES%20GAS%20SIGNAL%2C%20INDUSTRIAL%20AREA%2C%20SANAYA%2CAJMAN%2C%20Ajman%2C%20UAE,,,
69,AJM,Ajman,CLINIC,NOOR AL HADAYA MEDICAL CENTER L.L.C,MOH-F-1000926,AL JURF,"ALJURF IND 3, NEXT TO FESCO SUPER MARKET, AJMAN, UAE",06-5208144,https://www.google.com/maps/search/?api=1&query=ALJURF%20IND%203%2C%20NEXT%20TO%20FESCO%20SUPER%20MARKET%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
70,AJM,Ajman,CLINIC,DR JAMEELA CLINIC L.L.C,MOH-F-1000904,RUWAILAH 1,"JAMEELA BUILDING,FLAT NO.2, RUMAILAH1, AL QUDS STREET, AJMAN, UAE",06-7423949,https://www.google.com/maps/search/?api=1&query=JAMEELA%20BUILDING%2CFLAT%20NO.2%2C%20RUMAILAH1%2C%20AL%20QUDS%20STREET%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
71,AJM,Ajman,CLINIC,AL SHAMSI PHARMACY L.L.C,MOH-F-5001311,RUWAILAH 1,"JAMEELA BUILDING,GROUND FLOOR,RUMAILAH1,AL QUDS STREET,AJMAN,UAE",06-7442178,https://www.google.com/maps/search/?api=1&query=JAMEELA%20BUILDING%2CGROUND%20FLOOR%2CRUMAILAH1%2CAL%20QUDS%20STREET%2CAJMAN%2CUAE%2C%20Ajman%2C%20UAE,,,
72,AJM,Ajman,CLINIC,SMART CARE MEDICAL CENTER,MOH-F-1000938,AL JERF INDUSTRIAL 3,"CGHR+2RV - AL JERF INDUSTRIAL 3 - AJMAN, UNITED ARAB EMIRATES",06-5287660,https://www.google.com/maps/search/?api=1&query=CGHR%2B2RV%20-%20AL%20JERF%20INDUSTRIAL%203%20-%20AJMAN%2C%20UNITED%20ARAB%20EMIRATES%2C%20Ajman%2C%20UAE,,,
73,AJM,Ajman,CLINIC,HESSA MEDICAL CLINIC,MOH-F-1000885 ,ABAYA ROUND ABOUT,"OFFICE NO 109, FIRST FLOOR, AL REEM BUILDING, ABAYA ROUND ABOUT, AJMAN, UAE",050-9374461,https://www.google.com/maps/search/?api=1&query=OFFICE%20NO%20109%2C%20FIRST%20FLOOR%2C%20AL%20REEM%20BUILDING%2C%20ABAYA%20ROUND%20ABOUT%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
74,AJM,Ajman,DENTAL,SKIN AND TEETH MEDICAL CENTER -L.L.C,MOH-F-1000333,ALITHIHAD ST,VILLA 36 & 37 - FLAMINGO VILLAS - AL ZORAH - AL ITTHIHAD ST.,06-7444560,https://www.google.com/maps/search/?api=1&query=VILLA%2036%20%26%2037%20-%20FLAMINGO%20VILLAS%20-%20AL%20ZORAH%20-%20AL%20ITTHIHAD%20ST.%2C%20Ajman%2C%20UAE,,,
75,AJM,Ajman,DENTAL,AL DURRA DENTAL CLINIC L.L.C,MOH-F-1000446,LEWARA 2,"FLAT NO.105,LEWARA BUILDING,LEWARA 2,AJMAN,UAE",06-7313544,https://www.google.com/maps/search/?api=1&query=FLAT%20NO.105%2CLEWARA%20BUILDING%2CLEWARA%202%2CAJMAN%2CUAE%2C%20Ajman%2C%20UAE,,,
76,AJM,Ajman,DIAGNOSTIC CENTRE,AL FARABI MEDICAL LABORATORIES L.L.C,MOH-F-1000782,AL NUAIMIA ,"FLAT NO 202 ,SHEIKH KHALIFA BIN ZAYED ST - 2 AL NUAIMIA - AJMAN,UAE",06-5565114,https://www.google.com/maps/search/?api=1&query=FLAT%20NO%20202%20%2CSHEIKH%20KHALIFA%20BIN%20ZAYED%20ST%20-%202%20AL%20NUAIMIA%20-%20AJMAN%2CUAE%2C%20Ajman%2C%20UAE,,,
77,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA  HOSPITAL AJMAN ,MOH-F-0060022,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
78,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA MATERNITY AND PEDIATRIC HOSPITAL AJMAN,MOH-F-0060021,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-711 7777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
79,AJM,Ajman,HOSPITAL,RASHID CENTER FOR DIABETES AND RESEARCH,MOH-F-0060020,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
80,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA HOSPITAL MASFOUT AJMAN,MOH-F-0060019,MASFOUT,AJMAN / MASFOUT,04-8099999,https://www.google.com/maps/search/?api=1&query=AJMAN%20/%20MASFOUT%2C%20Ajman%2C%20UAE,,,
81,AJM,Ajman,HOSPITAL,AMINA HOSPITAL,MOH-F-1000509,SAWAN,"AL QUDS STREET, SAWAN AJMAN",06-7114444,https://www.google.com/maps/search/?api=1&query=AL%20QUDS%20STREET%2C%20SAWAN%20AJMAN%2C%20Ajman%2C%20UAE,,,
82,AJM,Ajman,PHARMACY,FIRST DEAR HEALTH PHARMACY,MOH-F-5000956,RASHIDIYA 3,"FAYEZ ABUTAHA BUILDING, RASHIDIYA 3,AJMAN,UAE",06-7413322,https://www.google.com/maps/search/?api=1&query=FAYEZ%20ABUTAHA%20BUILDING%2C%20RASHIDIYA%203%2CAJMAN%2CUAE%2C%20Ajman%2C%20UAE,,,
83,AJM,Ajman,PHARMACY,SHIFA ALJZEERAH CENTRE PHARMACY - L.L.C - BRANCH 01,MOH-F-5001039,JURF 1," OPPOSITE TO LUCKY CENTRE, JURF-1, INDUSTRIAL AREA-3, AJMAN, U.A.E",06-7677511,https://www.google.com/maps/search/?api=1&query=OPPOSITE%20TO%20LUCKY%20CENTRE%2C%20JURF-1%2C%20INDUSTRIAL%20AREA-3%2C%20AJMAN%2C%20U.A.E%2C%20Ajman%2C%20UAE,,,
84,AJM,Ajman,PHARMACY,SHIFA AL JAZEERAH CENTRE PHARMACY LLC,MOH-F-5000760,AJMAN,"MUHDDA BUILDING, SHOPE NO. 2, NEAR NEST HYPERMARKET, NEW SANAYA, IND. AREA - 2, AJMAN - U A E.",06-7444830,https://www.google.com/maps/search/?api=1&query=MUHDDA%20BUILDING%2C%20SHOPE%20NO.%202%2C%20NEAR%20NEST%20HYPERMARKET%2C%20NEW%20SANAYA%2C%20IND.%20AREA%20-%202%2C%20AJMAN%20-%20U%20A%20E.%2C%20Ajman%2C%20UAE,,,
85,AJM,Ajman,PHARMACY,SHEIKH KHALIFA HOSPITAL PHARMACY - AJMAN,MOH-F-5000754,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
86,AJM,Ajman,PHARMACY,SHEIKH KHALIFA MATERNITY AND PEDIATRIC HOSPITAL PHARMACY AJMAN,MOH-F-5000752,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
87,AJM,Ajman,PHARMACY,RASHID CENTER FOR DIABETES AND RESEARCH PHARMACY,MOH-F-5000753,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,https://www.google.com/maps/search/?api=1&query=AJMAN-AL%20JURF%201%20-%20UNIVERSITY%20STREET%2C%20Ajman%2C%20UAE,,,
88,AJM,Ajman,PHARMACY,SHEIKH KHALIFA HOSPITAL MASFOUT PHARMACY AJMAN,MOH-F-5000755,MASFOUT,MASFOUT - AJMAN,04-8099999,https://www.google.com/maps/search/?api=1&query=MASFOUT%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
89,AJM,Ajman,PHARMACY,AL SANAIYA PHARMACY L.L.C,MOH-F-5000960,JURF,"PO BOX- 3484, SHOP NO 8 & 9, GROUND FLOOR, AL JARF, SHEIKH AMMAR BIN HUMAID STREET, JURF  IND AREA 1",04-3335502/8007400,https://www.google.com/maps/search/?api=1&query=PO%20BOX-%203484%2C%20SHOP%20NO%208%20%26%209%2C%20GROUND%20FLOOR%2C%20AL%20JARF%2C%20SHEIKH%20AMMAR%20BIN%20HUMAID%20STREET%2C%20JURF%20%20IND%20AREA%201%2C%20Ajman%2C%20UAE,,,
90,AJM,Ajman,PHARMACY,RIGHT HEALTH PHARMACY JURF LLC,MOH-F-5000673,JURF,PO BOX 3484 SHOP NO 1 JURF INDUSTRIAL ZONE 2 - AJMAN,06-7494969/8007400,https://www.google.com/maps/search/?api=1&query=PO%20BOX%203484%20SHOP%20NO%201%20JURF%20INDUSTRIAL%20ZONE%202%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
91,AJM,Ajman,PHARMACY,RIGHT HEALTH PHARMACY JURF2,MOH-F-5000773,JURF,PO BOX 3484 SHOP NO 2 JURF INDUSTRIAL ZONE 2 - AJMAN,06-7404141/8007400,https://www.google.com/maps/search/?api=1&query=PO%20BOX%203484%20SHOP%20NO%202%20JURF%20INDUSTRIAL%20ZONE%202%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
92,AJM,Ajman,PHARMACY,NEW SANAIYA PHARMACY - AJMAN,MOH-F-5000250,AJMAN,HASSAN BIN HAITHAM ST - AJMAN,06-7434034/8007400,https://www.google.com/maps/search/?api=1&query=HASSAN%20BIN%20HAITHAM%20ST%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
93,AJM,Ajman,PHARMACY,RELIEF PHARMACY LLC,MOH-F-5001060,AL NAKHIL 2,"G8, A BLOCK, AL DIWAN TOWER, SHEIKH RASHID BIN HUMEED ST. AL NAKHIL 2, AJMAN, UAE",06-7483030,https://www.google.com/maps/search/?api=1&query=G8%2C%20A%20BLOCK%2C%20AL%20DIWAN%20TOWER%2C%20SHEIKH%20RASHID%20BIN%20HUMEED%20ST.%20AL%20NAKHIL%202%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
94,AJM,Ajman,PHARMACY,AL RAFI PHARMACY LLC,MOH-F-5000612,CHINA DANEM,"RING ROAD,NEAR CHINA DANEM BLDG,SHOP NO 9",06-7432844,https://www.google.com/maps/search/?api=1&query=RING%20ROAD%2CNEAR%20CHINA%20DANEM%20BLDG%2CSHOP%20NO%209%2C%20Ajman%2C%20UAE,,,
95,AJM,Ajman,PHARMACY,OASIS GR-SHAMS PHARMACY,MOH-F-5000348,SANAIYA,"INDUSTRIAL AREA,SANAIYA",06-7484437,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%20AREA%2CSANAIYA%2C%20Ajman%2C%20UAE,,,
96,AJM,Ajman,PHARMACY,AL ELAJ PHARMACY/L.L.C,MOH-F-5000541,RUMAILA,"AL SHARQ STREET, UNION NATIONAL BANK BUILDING, SHOP NO. 9992 & SHOP NO. 9993, G-FLOOR, RUMAILA 3, AJMAN, UAE",06-747 2601,https://www.google.com/maps/search/?api=1&query=AL%20SHARQ%20STREET%2C%20UNION%20NATIONAL%20BANK%20BUILDING%2C%20SHOP%20NO.%209992%20%26%20SHOP%20NO.%209993%2C%20G-FLOOR%2C%20RUMAILA%203%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
97,AJM,Ajman,PHARMACY,AL TALAL PHARMACY LLC,MOH-F-5001055,JURF,"JURF, AJMAN",06-7417450,https://www.google.com/maps/search/?api=1&query=JURF%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
98,AJM,Ajman,PHARMACY,NEW MEDICAL CENTRE PHARMACY BR-RASHIDIYA - AJMAN,MOH-F-5000783,AJMAN,"NEAR SAFEER HYPERMARKET ,SAMHA PLAZA,OPP AL KHOR TOWER, RASHIDIYA - AJMAN",06-7147600,https://www.google.com/maps/search/?api=1&query=NEAR%20SAFEER%20HYPERMARKET%20%2CSAMHA%20PLAZA%2COPP%20AL%20KHOR%20TOWER%2C%20RASHIDIYA%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
99,AJM,Ajman,PHARMACY,METRO PHARMACY,MOH-F-5000641,AJMAN,"AL JURF,INDUSTRIAL AREA 3,JEDDAH STREEET",06-7469664,https://www.google.com/maps/search/?api=1&query=AL%20JURF%2CINDUSTRIAL%20AREA%203%2CJEDDAH%20STREEET%2C%20Ajman%2C%20UAE,,,
100,AJM,Ajman,PHARMACY,METRO MEDS PHARMACY,MOH-F-5000110,AL NUAIMIA,AL NUAIMIA,06-7469692,https://www.google.com/maps/search/?api=1&query=AL%20NUAIMIA%2C%20Ajman%2C%20UAE,,,
101,AJM,Ajman,PHARMACY,SABEEL PHARMACY LLC,MOH-F-5000785,AJMAN,"FLAMINGO MALL, AL ZORAH - AJMAN",06-7464842,https://www.google.com/maps/search/?api=1&query=FLAMINGO%20MALL%2C%20AL%20ZORAH%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
102,AJM,Ajman,PHARMACY,MEDON PHARMACY LLC,MOH-F-5000899,AL HAMIDIYA,"OPP: ADNOC PETROL STATION, SHEIKH AMMAR BIN HUMAID STREET-AL HAMIDIYA-AJMAN",06-7491188,https://www.google.com/maps/search/?api=1&query=OPP%3A%20ADNOC%20PETROL%20STATION%2C%20SHEIKH%20AMMAR%20BIN%20HUMAID%20STREET-AL%20HAMIDIYA-AJMAN%2C%20Ajman%2C%20UAE,,,
103,AJM,Ajman,PHARMACY,GALAXY PHARMACY LLC,MOH-F-5000694,RASHIDEYA,"SHOP NO.3 - HORIZON TOWER D, SHEIKH RASHID BIN ABDUL AZIZ STREET - RASHIDEYA 1, AJMAN PO BOX 4749",06-7441886,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.3%20-%20HORIZON%20TOWER%20D%2C%20SHEIKH%20RASHID%20BIN%20ABDUL%20AZIZ%20STREET%20-%20RASHIDEYA%201%2C%20AJMAN%20PO%20BOX%204749%2C%20Ajman%2C%20UAE,,,
104,AJM,Ajman,PHARMACY,ALQAMAR PHARMACY- L.L.C,MOH-F-5000840,AJMAN,OFFICE NO .2 -MUSCAT STREET - BACK SIDE OF AMINA HOSPITAL - RASHIDEYA 3 - AJMAN - 32088,06-7423061,https://www.google.com/maps/search/?api=1&query=OFFICE%20NO%20.2%20-MUSCAT%20STREET%20-%20BACK%20SIDE%20OF%20AMINA%20HOSPITAL%20-%20RASHIDEYA%203%20-%20AJMAN%20-%2032088%2C%20Ajman%2C%20UAE,,,
105,AJM,Ajman,PHARMACY,MAPLE PHARMACY L.L.C,MOH-F-5000792,AL JURF 3,"ABDUL HAQUE BUILDING,BAHIYA,INDUSTRIAL AREA, AL JURF-3,NEAR BROTHERS STEEL",06-5955921,https://www.google.com/maps/search/?api=1&query=ABDUL%20HAQUE%20BUILDING%2CBAHIYA%2CINDUSTRIAL%20AREA%2C%20AL%20JURF-3%2CNEAR%20BROTHERS%20STEEL%2C%20Ajman%2C%20UAE,,,
106,AJM,Ajman,PHARMACY,RED MAPLE PHARMACY L.L.C,MOH-F-5000910,RAWDA 3,"ABDUL HAQUE BUILDING,FLAT NO:559,AL SALAM STREET,RAWDA-3,AJMAN,UAE",06-5955921,https://www.google.com/maps/search/?api=1&query=ABDUL%20HAQUE%20BUILDING%2CFLAT%20NO%3A559%2CAL%20SALAM%20STREET%2CRAWDA-3%2CAJMAN%2CUAE%2C%20Ajman%2C%20UAE,,,
107,AJM,Ajman,PHARMACY,KHALIDHA PHARMACY L.L.C-AJMAN,MOH-F-5000743,AJMAN,"SHOP NO 5 ,GROUND FLOOR,KHALID BLDG,MOWAIJHAT, AJMAN",06-5442661,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%205%20%2CGROUND%20FLOOR%2CKHALID%20BLDG%2CMOWAIJHAT%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
108,AJM,Ajman,PHARMACY,AL NUAIMIA PHARMACY,MOH-F-5000330,AL NUAIMIA,AL-NUAIMIA STREET AJMAN,06-7467849,https://www.google.com/maps/search/?api=1&query=AL-NUAIMIA%20STREET%20AJMAN%2C%20Ajman%2C%20UAE,,,
109,AJM,Ajman,PHARMACY,MEDICINE HOME PHARMACY,MOH-F-5000365,AJMAN,AL ZARAH BLDG AL SALLAM ST. MOEHAT ROUND ABOUT NEW INDUSTRIAL AREA AJMAN,06-7485290,https://www.google.com/maps/search/?api=1&query=AL%20ZARAH%20BLDG%20AL%20SALLAM%20ST.%20MOEHAT%20ROUND%20ABOUT%20NEW%20INDUSTRIAL%20AREA%20AJMAN%2C%20Ajman%2C%20UAE,,,
110,AJM,Ajman,PHARMACY,AL ENAYA PHARMACY LLC,MOH-F-5000363,RAWDA STREET,"G-FLOOR, RAWDHA-3, 299, SHEIKH ZAYED ROAD, AJMAN",06-7492212,https://www.google.com/maps/search/?api=1&query=G-FLOOR%2C%20RAWDHA-3%2C%20299%2C%20SHEIKH%20ZAYED%20ROAD%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
111,AJM,Ajman,PHARMACY,FIRSTAID PHARMACY LLC,MOH-F-5000731,JURF,"OPPOSITE MAPLE HOME LINEN INDUSTRY AND BLUE SUPERMARKET,BEHIND CHINA MALL,JURF- INDUSTRIAL AREA-4",06 7446752,https://www.google.com/maps/search/?api=1&query=OPPOSITE%20MAPLE%20HOME%20LINEN%20INDUSTRY%20AND%20BLUE%20SUPERMARKET%2CBEHIND%20CHINA%20MALL%2CJURF-%20INDUSTRIAL%20AREA-4%2C%20Ajman%2C%20UAE,,,
112,AJM,Ajman,PHARMACY,DAJLA PHARMACY,MOH-F-5000351,NUAIMIA,"AL NASSER BUILDING,OPP SHARJA COOPERATIVE, NEAR AJMAN TV BUILDING, NUAIMIA, AJMAN. PO BOX: 42789",06-7466704,https://www.google.com/maps/search/?api=1&query=AL%20NASSER%20BUILDING%2COPP%20SHARJA%20COOPERATIVE%2C%20NEAR%20AJMAN%20TV%20BUILDING%2C%20NUAIMIA%2C%20AJMAN.%20PO%20BOX%3A%2042789%2C%20Ajman%2C%20UAE,,,
113,AJM,Ajman,PHARMACY,AL NAJEM PHARMACY,MOH-F-5000722,INDUSTRIAL AREA 2,"INDUSTRIAL 2, AJMAN",06-7468070,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%202%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
114,AJM,Ajman,PHARMACY,EVE PHARMACY LLC,MOH-F-5000849,AL JURF 2,J1 BUILDING SHOP NO:1 GARDEN CITY AL JURF 2 AJMAN,06-7319825,https://www.google.com/maps/search/?api=1&query=J1%20BUILDING%20SHOP%20NO%3A1%20GARDEN%20CITY%20AL%20JURF%202%20AJMAN%2C%20Ajman%2C%20UAE,,,
115,AJM,Ajman,PHARMACY,ELAJ MEDICAL CENTRE PHAMARCY -AJM,MOH-F-5000884,AJMAN,"RUMAILAH 3 AREA ,OPPOSITE AJMAN ONE TOWER ,SHEIKH RASHID BIN HUMAID ROAD AJMAN",06-7466300,https://www.google.com/maps/search/?api=1&query=RUMAILAH%203%20AREA%20%2COPPOSITE%20AJMAN%20ONE%20TOWER%20%2CSHEIKH%20RASHID%20BIN%20HUMAID%20ROAD%20AJMAN%2C%20Ajman%2C%20UAE,,,
116,AJM,Ajman,PHARMACY,ELAJ MEDICAL CENTRE PHARMACY L.L.C 01,MOH-F-5000968,AL NUAIMIA 2,"37 COLLEGE ST - AL NUAIMIYA 2, AJMAN, UAE",06-7488808,https://www.google.com/maps/search/?api=1&query=37%20COLLEGE%20ST%20-%20AL%20NUAIMIYA%202%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
117,AJM,Ajman,PHARMACY,AL HEKMAH PHARMACY,MOH-F-5000020,AJMAN,"KUWAIT ST., NAUMIYA ROAD, AJMAN",06-7466689,https://www.google.com/maps/search/?api=1&query=KUWAIT%20ST.%2C%20NAUMIYA%20ROAD%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
118,AJM,Ajman,PHARMACY,AURA PHARMACY L.LC,MOH-F-5000887,JURF  2,"RAINBOW BUILDING, JURF 2 AJMAN, BEHIND CIVIL DEFENSE, AJMAN, UAE",06-7794914,https://www.google.com/maps/search/?api=1&query=RAINBOW%20BUILDING%2C%20JURF%202%20AJMAN%2C%20BEHIND%20CIVIL%20DEFENSE%2C%20AJMAN%2C%20UAE%2C%20Ajman%2C%20UAE,,,
119,AJM,Ajman,PHARMACY,ASTER NEW GRAND (NEW GRAND PHARMACY),MOH-F-5000177,ALAIN,"AL NUAIMIYAH, KING FAISAL ROAD, AJMAN",06-7412588,https://www.google.com/maps/search/?api=1&query=AL%20NUAIMIYAH%2C%20KING%20FAISAL%20ROAD%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
120,AJM,Ajman,PHARMACY,ASTER GRAND (GRAND PHARMACY),MOH-F-5000093,AJMAN,DANA PLAZA COMPLEX - AJMAN,06-7444840,https://www.google.com/maps/search/?api=1&query=DANA%20PLAZA%20COMPLEX%20-%20AJMAN%2C%20Ajman%2C%20UAE,,,
121,AJM,Ajman,PHARMACY,ASTER AJMAN PHARMACY,MOH-F-5000060,AJMAN,"RASHIDIYA, AJMAN COOPERATIVE SOCIETY, SHOP NO 1",06 7496363,https://www.google.com/maps/search/?api=1&query=RASHIDIYA%2C%20AJMAN%20COOPERATIVE%20SOCIETY%2C%20SHOP%20NO%201%2C%20Ajman%2C%20UAE,,,
122,AJM,Ajman,PHARMACY,ASTER MEDICOM-18 (AL ALAM PHARMACY),MOH-F-5000164,AJMAN,"SAFEER MALL, AJMAN",06-7464665,https://www.google.com/maps/search/?api=1&query=SAFEER%20MALL%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
123,AJM,Ajman,PHARMACY,MEDICOM 27 PHARMACY,MOH-F-5000246,AJMAN,"SHOP NO.1, ABDULLAH ABU SHIHAB BUILDING, SHEIKH KALEEFA STREET",06-7412013,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.1%2C%20ABDULLAH%20ABU%20SHIHAB%20BUILDING%2C%20SHEIKH%20KALEEFA%20STREET%2C%20Ajman%2C%20UAE,,,
124,AJM,Ajman,PHARMACY,ASTER PHARMACY 163 BR OF ASTER PHARMACIES GROUP LLC,MOH-F-5000891,AJMAN,"SHOP NO.7, NESTO HYPERMARKET, AL IMAM AL SHAFEE STREET, HAMIDIYA 1, HAMIDIYA, AJMAN",06-5461823,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.7%2C%20NESTO%20HYPERMARKET%2C%20AL%20IMAM%20AL%20SHAFEE%20STREET%2C%20HAMIDIYA%201%2C%20HAMIDIYA%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
125,AJM,Ajman,PHARMACY,ASTER PHARMACY 154 (BR OF ASTER PHARMACIES GROUP LLC),MOH-F-5000864,RUMAILA 3,"AL AQAR TOWER 3, SHOP NO -27, RUMAILA-3, AJMAN CORNICH, AJMAN",06-7314840,https://www.google.com/maps/search/?api=1&query=AL%20AQAR%20TOWER%203%2C%20SHOP%20NO%20-27%2C%20RUMAILA-3%2C%20AJMAN%20CORNICH%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
126,AJM,Ajman,PHARMACY,ASTER PHARMACY 159,MOH-F-5000872,RASHIDEYA,"SHOP NO.5, AL MANAR TOWER, OPPOSITE HYUNDAI SHOWROOM, CORNICHE ROAD, RASHIDEYA",06-7453226,https://www.google.com/maps/search/?api=1&query=SHOP%20NO.5%2C%20AL%20MANAR%20TOWER%2C%20OPPOSITE%20HYUNDAI%20SHOWROOM%2C%20CORNICHE%20ROAD%2C%20RASHIDEYA%2C%20Ajman%2C%20UAE,,,
127,AJM,Ajman,PHARMACY,AL KHALEEJ PHARMACY,MOH-F-5000024,AJMAN,"AL QUDS BUILDING, NEAR ENBD BANK AJMAN, AL QUDS STREET, AJMAN",06-7444189,https://www.google.com/maps/search/?api=1&query=AL%20QUDS%20BUILDING%2C%20NEAR%20ENBD%20BANK%20AJMAN%2C%20AL%20QUDS%20STREET%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
128,AJM,Ajman,PHARMACY,EMIRATES PHARMACY,MOH-F-5000085,AL BUSTAN,"CITY MART BUILDING, OPP-KUWAIT HOSPITAL, LULU HYPER MARKET, KUWAITE HOSPITAL STREET, AL BUSTAN, AJMAN",06-7474900,https://www.google.com/maps/search/?api=1&query=CITY%20MART%20BUILDING%2C%20OPP-KUWAIT%20HOSPITAL%2C%20LULU%20HYPER%20MARKET%2C%20KUWAITE%20HOSPITAL%20STREET%2C%20AL%20BUSTAN%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
129,AJM,Ajman,PHARMACY,AL SHIFA PHARMACY,MOH-F-5000049,AJMAN,"NEW INDUSTRIAL AREA AL ZAHRA AJMAN, AL ZAHRA, AJMAN",06-7481477,https://www.google.com/maps/search/?api=1&query=NEW%20INDUSTRIAL%20AREA%20AL%20ZAHRA%20AJMAN%2C%20AL%20ZAHRA%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
130,AJM,Ajman,PHARMACY,ARABIAN PHARMACY,MOH-F-5000058,AL JURF,"CANADIAN BUILDING, NEAR AJMAN TARAFFIC & LICENSING DEPARTMENT, AL JURF, AJMAN",06-7417887,https://www.google.com/maps/search/?api=1&query=CANADIAN%20BUILDING%2C%20NEAR%20AJMAN%20TARAFFIC%20%26%20LICENSING%20DEPARTMENT%2C%20AL%20JURF%2C%20AJMAN%2C%20Ajman%2C%20UAE,,,
