Index,P,PROVIDER TYPE,PROVIDER NAME,AREA,ADDRESS,TELEPHONE,lat,lon,formatted,confidence,attribution
91,AUH,CLINIC,LLH MEDICAL CENTRE AL MUSAFFAH L.L.C - BRANCH 1,MAFRAQ INDUSTRY,"NEAR LABOTEL CAMP, MAFRAQ INDUSTRY",02-5856333,,,,,
92,AUH,CLINIC,LLH MEDICAL CENTRE AL MUSAFFAH L.L.C - BRANCH 3,"ICAD, 16 ,MUSAFFAH","M40, KM TRADING BUILDING, ICAD, 16 STREET , MUSAFFAH.",02-4116450,25.008168,55.26409,"16 Street, Damac Hills, Dubai, DU, United Arab Emirates",0.0257648953301127,© OpenStreetMap contributors
93,AUH,CLINIC,OCCU MED CLINIC L.L.C,MUSAFFAH,"GLOBAL ASCENT BUSINESS CENTER , OFFICE NO:15, GROUND FLOOR,93293, MUSAFFAH, ABU DHABI",02-5134000,24.378704,54.5214212,"Musaffah Health, Al Hiraf Streeet, Musaffah Industrial Area, Musaffah, AZ, United Arab Emirates",0.5,© OpenStreetMap contributors
94,AUH,CLINIC,LIFECARE CLINIC L.L.C,AL MAFRAQ WORKERS CITY 2,"MAGENTA REAL ESTATE MANAGEMENT LLC, MAGENTA PEARL VILLAGE, AL MAFRAQ WORKERS CITY 2, ABU DHABI",02-5824916,24.32884465,54.6061811036283,"Al Mafraq, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.05625,© OpenStreetMap contributors
95,AUH,CLINIC,LIFECARE MEDICAL CENTER L.L.C,LABOR CITY,"AL WATHBA RAZEEN LABOR CITY, ABU DHABI",02-5826812,24.22240965,54.6372825873548,"Al wathba prison, Lane 2010, Al Wathba Camel Racetrack, Al Wathbah, AZ, United Arab Emirates",1,© OpenStreetMap contributors
96,AUH,CLINIC,LIFECARE CLINIC L.L.C. - BRANCH,"WORKERS CITY-2, BANIYAS","MOUNTAIN GATE, PROPERTY INVESTMENT, ALMAFRAQ, WORKERS CITY-2, BANIYAS, ABU DHABI",054-7910144,24.41871045,54.4346956341127,"Hyatt Capital Gate, Al Multaqa Street, Al Safarrat, Abu Dhabi, Al Safarat, United Arab Emirates",1,© OpenStreetMap contributors
97,AUH,CLINIC,TOP CARE MEDICAL CENTER,MUSAFFAH,"AL ESKAN AL JAMAE BUILDING , SHOPS NO. R023, R024,R025 – GROUND FLOOR , MUSSAFAH INDUSTRIAL AREA,",02-5500620,25.1585464,55.4080608,"Viva saloon, n 06 Persia N, Warsan 1, Dubai, DU, United Arab Emirates",0.00639239001189061,© OpenStreetMap contributors
98,AUH,CLINIC,SHAHEEN MEDICAL CENTRE,AL-FALAH STREET,AL-FALAH STREET OPPOSITE WEARMART ABU DHABI,02-6411345,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
99,AUH,CLINIC,KARACHI MEDICAL POLYCLINIC,MUSAFFAH,MUSAFFAH - M-37 - ABU DHABI,02-5500730,24.3657845,54.4957065,"Musaffah Industrial Area, Musaffah, Abu Dhabi Emirate, United Arab Emirates",0.123456790123457,© OpenStreetMap contributors
100,AUH,CLINIC,SARHAD MEDICAL CENTER,"MUSAFFAH - II,","MUSAFFAH - II, OPPOSITE TO LLH HOSPITAL,ABU DHABI,UAE",02-5559068,,,,,
101,AUH,CLINIC,SABA MEDICAL CENTER LLC,MUSAFFAH,"13 AL JAZZEEM 2 STREET,MUSAFFAH INDUSTRIAL M37,ABU DHABI, 20316",02-552 3300,24.4538352,54.3774014,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.25,© OpenStreetMap contributors
102,AUH,CLINIC,RIGHT CHOICE MEDICAL CENTER,MUSSAFAH SANIYA,"MUSSAFAH SANIYA, M10 - BLOCK 32 - SHOP 3 + 4, INDUSTRAIL AREA, ABU DHABI,UAE",02-4917600,24.038153,53.887363,"32 شارع سنجاري, AZ, United Arab Emirates",0,© OpenAddresses contributors
103,AUH,CLINIC,GOLDEN HEALTH MEDICAL CENTER L.L.C,HAMEEM RD,"AL SALAM LIVING CITY, HAMEEM RD, ABU DHABI",02-5868789,24.2153114426315,54.4135891629478,"Hameem Road, Al Selmiyyah, Abu Dhabi Emirate, United Arab Emirates",0.5,© OpenStreetMap contributors
104,AUH,CLINIC,EXPERT MEDICAL CLINIC - SOLE PROPRIETORSHIP L.L.C,HAMEEM RD,"MOJUMAAT WORKERS CITY, HAMEEM RD, ABU DHABI",02-5867877,24.2153114426315,54.4135891629478,"Hameem Road, Al Selmiyyah, Abu Dhabi Emirate, United Arab Emirates",0.5,© OpenStreetMap contributors
105,AUH,CLINIC,TABIBAK MEDICAL CLINIC L.L.C,HAMEEM RD,"CAMPCO PROPERTIES, HAMEEM RD, ABU DHABI",02-8848442,24.2153114426315,54.4135891629478,"Hameem Road, Al Selmiyyah, Abu Dhabi Emirate, United Arab Emirates",0.5,© OpenStreetMap contributors
106,AUH,CLINIC,MEDSTAR ICAD MEDICAL CENTER L.L.C,"ICAD RESIDENTIAL CITY, MUSSAFAH","PO BOX 106964, ICAD RESIDENTIAL CITY, MUSSAFAH, ABU DHABI, NEAR FRESH & MORE HYPERMARKET",02-5845657,25.1212273,56.3340341498629,"Fujairah Tower, PO Box 2900 Fujairah Tower Drop Off, Town Center, Fujairah City, FU, United Arab Emirates",0.00342391304347826,© OpenStreetMap contributors
107,AUH,CLINIC,NEW NATIONAL MEDICAL CENTRE LLC BRANCH 1,"SANIAH,MUSAFFAH","SECTOR M36,PLOT 138 SANIAH,MUSAFFAH,ABUDHABI",02-5593777,24.9283,55.66193,"Al Madam, United Arab Emirates",0,GeoNames
108,AUH,CLINIC,NEW FAMOUS MEDICAL CENTER LLC,MUSSAFFAH,OFFICE NO.16 1ST FLOOR SALEM KHAMIS SALEM ALKHEMEIRI MUSSAFAH 34 ABU DHABI,02-5538040,25.2350964,55.3182162,"Amal Khamis Advocates & Legal Consultants, 19th Street, Umm Hurair, Dubai, Bur Dubai, United Arab Emirates",0,© OpenStreetMap contributors
109,AUH,CLINIC,MUBARAK MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C. - BRANCH,WORKER CITY-2,"AL ESHOUSH CAMP, WORKER CITY-2, BANIYAS, ABU DHABI, UAE",02-5837772,24.473145,54.362964,"Al Hosn Military Camp, Al Manhal, Abu Dhabi, AZ, United Arab Emirates",0.208285714285714,© OpenStreetMap contributors
110,AUH,CLINIC,MEDLINE MEDICAL CENTRE L.L.C.,MUSAFFAH,"9G3F+M24 - 14TH ST - MUSAFFAH - M-26 - ABU DHABI,UAE",02-5530577,24.3531966,54.5239925,"32 Ad Diman 4 Street, Musaffah Industrial Area, Musaffah, AZ, United Arab Emirates",0,© OpenStreetMap contributors
111,AUH,CLINIC,MAXIM MEDICAL CENTRE LLC,MUSAFFAH,"MUSSAFAH-43,ICAD 1,ABDUABI UAE",02-5500161,24.2863861,54.4920537,"Al Wadi Paper Industries LLC, 32 Al Mahdar Street, ICAD II, Abu Dhabi Industrial City, AZ, United Arab Emirates",0,© OpenStreetMap contributors
112,AUH,CLINIC,M 26 MEDICAL CENTER,MUSAFFAH,"PLOT NO: 94, MUSAFFAH M-26 NEAR GUJRAT RESTAURANT MUSAFFAH",02-8867789,24.35305,54.525242,"Plot No. M-26, Musaffah, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
113,AUH,CLINIC,INFINTI MEDICALCENTER LLC,MAIN INDUSTRIAL AREA,"AL WADI BUILDING, BLOCK NUMBER 198, MAIN INDUSTRIAL, ABU DHABI, UAE",02-8882622,,,,,
114,AUH,CLINIC,AL AFIA GHYATHI MEDICAL CENTRE LLC,AL DHAFRA,"INDUSTRIAL SECTOR 18, SANAIYA 2, GHAYATHI, AL DHAFRA REGION, ABU DHABI, UAE",02-874 3164,24.1939064,55.7645138,"Ameen Car Garage, Al Ain Sanaiya, Ash Shallal 6 Street, Industrial Area, AZ, United Arab Emirates",0.277984523076923,© OpenStreetMap contributors
115,AUH,CLINIC,ABU SALMAN MEDICAL CENTRE LLC,SHABIYA,"ME-10 MUSSAFAH SHABIYA,ABUDHABI,UAE",02-5522549,24.432813,54.38347,"10, Al Mushrif, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
116,AUH,CLINIC,AL NASEEM MEDICALCENTRE L.L.C,HAMDAN STREET,"BEHIND HOME CENTER,UNIQUE PHARMACY BUILDING,FLAT-102,HAMDAN STREET,ABU DHABI,UAE",02-6399090,24.4764497,54.3477664,"102 Hamdan Bin Mohammed Street, Al Hisn, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.6561,© OpenStreetMap contributors
117,AUH,CLINIC,AL QABAIL MEDICAL CENTRE L.L.C L.L.C,MUSAFAH,"AL JIMI WORKERS VILLAGE BUILDING ,M-33 , MUSAFAH , ABUDHABI , U.A.E",02-5575531,,,,,
118,AUH,CLINIC,PROVIDENCE INT'L MEDICAL AND COSMETIC CENTRE LLC,MUSAFFAH 3,"MARYAM ABDALL BUILDING, M 38, MUSAFFAH 38, ABU DHABI",02-4454867,24.3568049,54.5155718,"arch and art advertising boards LLC, Musaffah - M-32/2 Al Hayal 2 Street, Musaffah Industrial Area, Musaffah, AZ, United Arab Emirates",0.45,© OpenStreetMap contributors
119,AUH,CLINIC,BREEZE MEDICAL CENTRE LLC,AL DHAFRA,"ADCS BUILDING, OPP FAB BANK, MADINAT ZAYED, AL DHAFRA, ABUDHABI, UAE",02-8869855,23.6520354,53.7046617017936,"Madinat Zayed, Zayed City, Al Dhafrah Region, United Arab Emirates",0.666666666666667,© OpenStreetMap contributors
120,AUH,CLINIC,PRIME CARE MEDICAL CENTRE LLC,MUSAFFA,"C-184,ME:10 MUSAFFA -ABU DHABI,UAE",02-5538188,24.4027334,54.5850916,"C Four Gym, Butti Bin Mohammed Al Qubaisi Street, Khalifa City, Abu Dhabi, AZ, United Arab Emirates",0.0891440217391304,© OpenStreetMap contributors
121,AUH,CLINIC,DR GUPTA MEDICAL CENTER LLC,ELECTRA STREET,"KM TRADING BUILDING 1ST FLOOR,OFFICE NO:110,ELECTRA STREET, ABU DHABI.",02-6337357,24.4967295,54.3764693205553,"Electra Park, Al Zahiyah, Abu Dhabi, United Arab Emirates",0.35,© OpenStreetMap contributors
122,AUH,CLINIC,HIGH LIFE MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C,"CHINA CAMP, BANIYAS","SHOP NO G02, F2C4-7, BUILDING No.07 PARCO MALL,AL MAFRAQ INDUSTRIAL AREA 2 (CHINA CAMP), BANIYAS",02-5850081,25.1262395,55.2079367,"SJ Solitaire Jewels, Shop No. 124, Building 5, Gold & Diamond Park Sheikh Zayed Road (North), Al Quoz Industrial 3, Dubai, DU, United Arab Emirates",0.00224719101123596,© OpenStreetMap contributors
123,AUH,CLINIC,HEALTH CLEAR MEDICAL CENTER LLC,MUSAFFAH INDUSTRIAL AREA,"SHOP NO 06, BUILDING NO 85, STREET 10TH, M-13 MUSAFFAH INDUSTRIAL AREA ABU DHABI UAE",02-5535582,24.3488731,54.4904380047039,"Musaffah, Abu Dhabi Emirate, United Arab Emirates",0.25,© OpenStreetMap contributors
124,AUH,CLINIC,GOLDEN TULIP MEDICAL CENTRE L.L.C,MUSSAFAH INDUSTRIAL AREA,ST#11 PLOT #23 M-17 MUSSAFAH INDUSTRIAL AREA,02-5556608,25.24580515,55.49706525,"23 129 Street, Al Khawaneej, Dubai, DU, United Arab Emirates",0.567,© OpenStreetMap contributors
125,AUH,CLINIC,FREEDOM MEDICAL POLY CLINIC LLC,MUSSAFAH,"BUILDING NO. 4, MUSAFFAH M-4",02-6336744,25.1161765,55.2038938,"Al Emad, Shop no. 13 Al Seedaf 1 Street, Al Barsha 1, Dubai, Al Barsha, United Arab Emirates",0,© OpenStreetMap contributors
126,AUH,CLINIC,COSMPOLITAN MEDICAL CENTRE - SOLE PROPRIETORSHIP LLC,AL DHAFRAH REGION,"205, FIRST FLOOR, HAMEEM MALL, AL DHAFRAH REGION, ABU DHABI, UAE",02-5555328,,,,,
127,AUH,CLINIC,CARE POINT CLINIC L.L.C,"WORKERS CITY 1,BANIYAS","AL JABER SHOPPING COMPLEX,MAFRAQ WORKERS CITY 1, BANIYAS,ABU DHABI",26228383,,,,,
128,AUH,CLINIC,BLUE OCEAN MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C,SHABIYA-ME10,"ABU DHABI-MUSAFFAH SHABIYA-ME10-MOHAMED BIN ZAYED CITY,UAE",02-5515590,24.345932,54.539187,"Al Ain University Of Science & Technology - Abu Dhabi - Abu Dhabi, Mohamed Bin Zayed City, Abu Dhabi, United Arab Emirates",0,© OpenStreetMap contributors
129,AUH,CLINIC,BAB AL MADINA MEDICAL CENTER L.L.C,MUSAFFAH,"SHOP # 4, PLOT # 32,MOOSA AL AJBAN BUILDING,MUSAFFAH M-26, P.O. BOX # 25537, ABU DHABI UAE",02-6422464,25.1212273,56.3340341498629,"Fujairah Tower, PO Box 2900 Fujairah Tower Drop Off, Town Center, Fujairah City, FU, United Arab Emirates",0.0025698988697204,© OpenStreetMap contributors
130,AUH,CLINIC,NEW NATIONAL MEDICAL CENTRE,MUSAFFAH,"NEW NATIONAL MEDICAL CENTRE, MUSSAFAH ME 10,PO BOX 30666, ABU DHABI",02-5520100,,,,,
131,AUH,CLINIC,DAR AL SHIFA MEDICAL CENTRE,BEHIND DANA HOTEL,"BLDG NO 137, AL NOWAIS BLDG. ELECTRA ST TOURIST CLUB AREA, BEHIND DANA HOTEL, ABU DHABI, UAE",02-6456100,25.04755005,55.2754443738033,"137 Wadi Al Safa 6 Street, Wadi Al Safa 6, Dubai, Al Reem 3, United Arab Emirates",0,© OpenStreetMap contributors
132,AUH,CLINIC,ASTER PRIMARY CARE LLC,MUSAFFAH,"NEAR 1ST SIGNAL (MASJID), SECTOR-9,SANNAYAH,MUSAFFAH ,ABU DHABI",02-5557078,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
133,AUH,CLINIC,AL WAHDA MEDICAL CENTRE,AL WAHDA MALL,"OPPOSITE AL WAHDA MALL, DEFECNE ROAD, ABU DHABI",02-6418383,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.1,Who's On First
134,AUH,CLINIC,HALA MEDICAL CENTRE-GHAYATHI,GHAYATHI,GHAYATHI MAIN MARKET WESTERN REGION,02-8742437,,,,,
135,AUH,CLINIC,AL DHAFRA MODERN MEDICAL CENTRE-BEDA ZAYED,BEDA ZAYED,"AL DHAFRA REGION,BEDA ZAYED.ABU DHABI,UAE",02-8846651,24.21517,54.57349,"Ring Road Al Dhafra, Al Dhafrah, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
136,AUH,CLINIC,EXPRESS GHAYATHI CLINIC-AL DHAFRA,GHAYATHI,EXPRESS GHAYATHI MARKET SANAYAH,02-8744430,,,,,
137,AUH,CLINIC,AL AMAL MEDICAL CENTRE L.L.C,BANIYAS EAST 9,"BANIYAS EAST 9, ABU DHABI, UAE",02-5832331,24.30047,54.63611,"Baniyas, AZ, United Arab Emirates",0.692307692307692,GeoNames
138,AUH,CLINIC,BANIYAS ALAHLI MEDICAL CENTRE LLC,MUSSAFFAH – 37,"NEAR AHMED SALEM AL - MAHRAMI MOSQUE, OPP AL MADINA HYPERMARKET, MUSSAFFAH – 37",02-5510606,25.298802,55.3699233,"Salem ahmed al moosa enterprises tower 1, Al Nahda Street, Al Nahda, Sharjah, SH, United Arab Emirates",0,© OpenStreetMap contributors
139,AUH,CLINIC,STAR AL AHALIA MEDICAL CENTER L.L.C.,GAYATHI,"C76, NEAR GAYATHI MARKET,GAYATHI",02-8744677,24.9699363,55.1679831,"Geldbach International LLC, Ware house 47 59 Street, Dubai Investment Park 1, Dubai, DU, United Arab Emirates",0.09375,© OpenStreetMap contributors
140,AUH,CLINIC,EASTERN ALAHILI MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C.,MAFRAQ,"MAFRAQ, WORKERS CITY-2,",02-5856005,24.32965,54.60764,"Al Mafraq, AZ, United Arab Emirates",0.6,GeoNames
141,AUH,CLINIC,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 1,MUSSAFAH,"ICAD MALL, ICAD GATE 1, M41, ICAD RESIDENTIAL CITY, MUSSAFAH",02-5575890,24.9224877,55.0046793533713,"Underworld, 9/1 Motion Gate Street, Dubai Parks and Resorts, Jebel Ali, Dubai, United Arab Emirates",0.0185365384615385,© OpenStreetMap contributors
142,AUH,CLINIC,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 2,MUSAFFAH,"M-9, SHABIYAH, BLDG. NO C-5 , NEAR SAFEER MALL, MUSAFFAH",02-5530368,,,,,
143,AUH,CLINIC,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 3,HAMDAN,"BLDG. NO. C72, BEHIND LIWA CENTER, HAMDAN STREET, HAMDAN",02-6811533 / 0506192927,24.4881148,54.3612507,"Hamdan St / Liwa Center, Hamdan Bin Mohammed Street, Al Danah, Abu Dhabi, AZ, United Arab Emirates",0.4369626,© OpenStreetMap contributors
144,AUH,CLINIC,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 4,NEAR BANIYAS COURT,"NEAR BANIYAS COURT, BANIYAS WEST",02-5858529,24.2779736,54.6436136,"Baniyas court, Al Musbih Street, Baniyas West, Jarn Yafour, AZ, United Arab Emirates",0.733333333333333,© OpenStreetMap contributors
145,AUH,CLINIC,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 6,MIRFA,"MARFA SOUQ, OPP ABU SAEED MOSQUE, MIRFA",02-8833020,24.07014,53.468663,"Al-Mirfa’, AZ, United Arab Emirates",0.1296,Who's On First
146,AUH,CLINIC,OASIS MEDICAL CENTRE L.L.C.,MUSAFFAH ICAD,"NEAR FATHIMA SUPER MARKET, AL JIMI WORKERS VILLAGE, MUSAFFAH ICAD",02-5506691,24.3619331,54.5216448,"Workers village camp, Al Jammalah 3 Street, Musaffah Industrial Area, Musaffah, AZ, United Arab Emirates",0.208209836065574,© OpenStreetMap contributors
147,AUH,CLINIC,OASIS MEDICAL CENTRE L.L.C. - BRANCH 1,AL FALAH STREET,"OASIS BLDG., AL FALAH STREET (OLD PASSPORT ROAD), NEAR CITIBANK",02-6763282,25.3575208,55.3904537,"Al Falah Restaurant, Al Rolla Street, Al Gharb, Sharjah, Al Ghuwair, United Arab Emirates",0.489294915254237,© OpenStreetMap contributors
148,AUH,CLINIC,WESTERN TOWERS AL AHLIA MEDICAL CENTER L.L.C.,BEDA ZAYED,"MZE-19, NEAR AL MAYA SUPERMARKET, SANAYA, BEDA ZAYED",02-8840522,25.1710755,55.2268432,"19 Al Lu'lu Street, Jumeirah, Dubai, Jumeirah 3, United Arab Emirates",0.09,© OpenStreetMap contributors
149,AUH,CLINIC,ADNOC TECHNICIAL INSTITUTE CLINIC - ATI,NEAR SCHLUMBERGER,"AL SHAWAMEKH, NEAR SCHLUMBERGER - ABU DHABI",02-6022894,24.2844014,54.4723366792674,"Schlumberger, ICAD II, Abu Dhabi Industrial City, Abu Dhabi, United Arab Emirates",1,© OpenStreetMap contributors
150,AUH,CLINIC,SHEIKH KHALIFA ENERGY CLINIC-ADNOC,SHEIKH KHALIFA ENERGY COMPLEX,SHEIKH KHALIFA ENERGY COMPLEX - ABU DHABI,02-6020012,24.49792,54.3666885020773,"Sheikh Khalifa Energy Complex, At Touk Street, Al Danah, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",1,© OpenStreetMap contributors
151,AUH,CLINIC,ABU DHABI REFINERY CLINIC,INTERNATIONAL AIRPORT ROAD,INTERNATIONAL AIRPORT ROAD - ABU DHABI,02-6022011,24.4109148365346,54.6218667009454,"Sweihan Road, Masdar City, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.567,© OpenStreetMap contributors
152,AUH,CLINIC,ADNOC ONSHORE MEDICAL CENTRE,KHALIDIYAH,"ADCO MEDICAL CENTRE, NEAR ADCO OPERATIONS, AL KHALIDIYAH,1ST CORNICHE STREET, ABU DHABI",02-6018527 / 02-6043013,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.036,Who's On First
153,AUH,CLINIC,ADNOC HQ CLINIC,CORNICHE STREET,"ADNOC BUILDING, CORNICHE STREET, ABU DHABI UAE",02-7073417,24.4991665,54.367801,"Sofitel Abu Dhabi Corniche, At Touk Street, Al Danah, Abu Dhabi, AZ, United Arab Emirates",0.45,© OpenStreetMap contributors
154,AUH,CLINIC,QUSAHWIRA MEDICAL CENTER,AL DHAFRA REGION,"AL DHAFRA REGION, P.O. BOX : 898, ABU DHABI",02-6014678,24.3726461,54.5057898,"Al Dhafra, Sultan Bin Mohammed Al Qubaisi Street, Musaffah, AZ, United Arab Emirates",0.666666666666667,© OpenStreetMap contributors
155,AUH,CLINIC,SHAH AL HOSN PLQ CLINIC,AL DHAFRA,"WESTERN REGION,AL DHAFRA, ABU DHABI",02-8085000,24.3726461,54.5057898,"Al Dhafra, Sultan Bin Mohammed Al Qubaisi Street, Musaffah, AZ, United Arab Emirates",0.5,© OpenStreetMap contributors
156,AUH,CLINIC,DAS MEDICAL CENTER,DAS ISLAND,"DAS ISLAND, ABU DHABI",02-6063500,25.14193095,52.8775402943263,"Das Island, Abu Dhabi Emirate, United Arab Emirates",0,© OpenStreetMap contributors
157,AUH,CLINIC,ZIRKU MEDICAL CENTER,ZIRKU ISLAND,"ZIRKU ISLAND, ABU DHABI",02-6056223,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.405,Who's On First
158,AUH,CLINIC,UPPER ZAKUM CLINIC,UPPER ZAKUM OILFIELD,"UPPER ZAKUM OILFIELD, ABU DHABI",02-6054200,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
159,AUH,CLINIC,ARZANAH CLINIC,UMM AL NAR,"UMM AL NAR, NEAR AL MAQTA BRIDGE - ABU DHABI",02-6057300,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.0510204081632653,Who's On First
160,AUH,CLINIC,UMM AL DAKH CLINIC,UMM AL DAKH OILFIELD,"UMM AL DAKH OILFIELD, ABU DHABI",02-6054015,24.4367795,54.3999654,"Al nahda national school, Makkah Street, Al Mushrif, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
161,AUH,CLINIC,ALSSEIFIYA ISLAND CLINIC,SOUTH ISLAND OIL FIELD,"SOUTH ISLAND OIL FIELD, ABU DHABI",02-6059012,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
162,AUH,CLINIC,ATTOUK ISLAND CLINIC,NORTH ISLAND OILFIELD,"NORTH ISLAND OILFIELD, ABU DHABI",02-6059406,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
163,AUH,CLINIC,WEST ISLAND CLINIC,WEST ISLAND OILFIELD,"WEST ISLAND OILFIELD, ABU DHABI",02-6059902,24.616399,54.476383,"Nurai Island, AZ, United Arab Emirates",1,© OpenStreetMap contributors
164,AUH,CLINIC,AL GHALLAN ISLAND CLINIC,CENTRAL ISLAND OILFIELD,"CENTRAL ISLAND OILFIELD, ABU DHABI",02-6059602,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
165,AUH,CLINIC,ALQATIA ISLAND CLINIC,ALQATIA ISLAND,"ALQATIA ISLAND, ABU DHABI, UAE",02-6085544,25.67776,55.740208,"Hampton by Hilton Marjan Island, Marjan Island Boulevard, RK, United Arab Emirates",0.9,© OpenStreetMap contributors
166,AUH,CLINIC,BUSIKEEN ISLAND CLINIC,SARB ISLAND,"ABU DHABI MARINE OPERATING SARB ISLAND, ABU DHABI, UAE",02-6085824,,,,,
167,AUH,CLINIC,UMM SHAIF FIELD CLINIC,UMM SHAIF FIELD,"UMM SHAIF FIELD, ABU DHABI",02-6066887,,,,,
168,AUH,CLINIC,ZAKUM WEST SUPER COMPLEX CLINIC,ZAKUM WEST ISLAND,"ZAKUM WEST ISLAND, ABU DHABI",02-6067206,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
169,AUH,CLINIC,AL NASR FIELD CLINIC,AL NASR FIELD ISLAND,"AL NASR FIELD ISLAND, ABU DHABI",02-6066887,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.5,Who's On First
170,AUH,CLINIC,UMM AL LULU CLINIC,UMM AL LULU ISLAND,"UMM AL LULU ISLAND, ABU DHABI UAE",02-6066887,25.3546728,55.3880512,"Al Lulu Bicycles, Sheikh Saqr Bin Khalid Al Qasimi Street, Al Gharb, Sharjah, Um Tarafa, United Arab Emirates",0,© OpenStreetMap contributors
171,AUH,CLINIC,SHAH GENERAL CLINIC,RAMS SHAH FIRST AID CENTER,"RAMS SHAH FIRST AID CENTER - ADNOC (R18),ABU DHABI",02-6020541,,,,,
172,AUH,CLINIC,SAHEL CLINIC,SAHEL,"SAHEL, WESTERN REGION, ABU DHABI",02-6049928,24.47657,54.331526,"Bait Al Sahel - The Coast People's House, Al Kasir, Abu Dhabi, AZ, United Arab Emirates",1,© OpenStreetMap contributors
173,AUH,CLINIC,BUHASA MEDICAL CENTER,RAMS BUHASA,"RAMS BUHASA, ABU DHABI",02-6035272,23.61667,53.38333,"Buhasa Airport, Al Dhafra, United Arab Emirates",0,GeoNames
174,AUH,CLINIC,DABBAYIA CLINIC,RAMS DHABIYYA,"RAMS DHABIYYA CLINIC,ABU DHABI",02-26046788,,,,,
175,AUH,CLINIC,HABSHAN MEDICAL CENTER,BEDA ZAYED ROAD,"BEDA ZAYED ROAD, HABSHAN ABU DHABI",02-6038331,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.087890625,Who's On First
176,AUH,CLINIC,ASAB MEDICAL CENTER,ASAB AREA,"ASAB AREA, ABU DHABI",02-6034222,24.49852585,54.4098953027476,"Play area, Al Reem Island, Abu Dhabi, AZ, United Arab Emirates",1,© OpenStreetMap contributors
177,AUH,CLINIC,BIDA AL OSHANAH CLINIC,HABSHAN,"BUHASA ROAD, HABSHAN ABU DHABI",02-7071271,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.114795918367347,Who's On First
178,AUH,CLINIC,ADAM & EVE SPECIALIZED MEDICAL CENTRE L.L.C,ZAYED THE FIRST STREET,"1ST FLOOR, PINK BUILDING #501, NEAR ROYAL ROSE HOTEL, ZAYED THE FIRST STREET - E-10 - ABU DHABI",02-6767366,24.4613483018452,54.3341141124995,"Zayed The First Street, Al Bateen, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.5,© OpenStreetMap contributors
179,AUH,CLINIC,ADAM & EVE SPECIALIZED MEDICAL CENTRE L.L.C. - BRANCH,NEAR SHEIKH KHALIFA MEDICAL CITY,"VILLA NO # 209, NEAR SHEIKH KHALIFA MEDICAL CITY, AL KARAMAH STREET",02-621 9996,24.3266756,54.5661085,"Villa no. 17, Al Yadrah Street, Mohammed Bin Zayed City, Abu Dhabi, Z12, United Arab Emirates",0.154469387755102,© OpenStreetMap contributors
180,AUH,CLINIC,DOCTOR ATIQUR RAHMAN POLYCLINIC LLC,AL MARAFI STREET,"SEED AL KHALIL BLD AL MARAFI,STREET ABUDHABI,UAE",02-6398331,25.6960532,55.7998312,"Al Jazeera Supermarket, 21C Street, Al Jazeera Al Hamra, Al jazeera heritage village, RK, United Arab Emirates",0.156521739130435,© OpenStreetMap contributors
181,AUH,CLINIC,GROW AND GLOW MEDCLINIC- SOLE PROPRIERTORSHIP L.L.C,NEW SHAHAMA,"BLD NO 26 NEW SHAHAMA,NEAR PETROL PUMP,UAE",02-6505388,,,,,
