SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
MOH-F-1000832,AJM,Ajman,CLINIC,MAX CARE MEDICAL CENTER (S.P.S - L.L.C),MOH-F-1000832,RASHIDIYA 1,"RASHIDIYA 1, NEAR RAWABI MARKET,AJM,UAE",056-4131644,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000181,AJM,Ajman,CLINIC,AL BUSTAN MEDICAL CENTER,MOH-F-1000181,JURG,"NEAR LUCKY CENTRE, NEAR CHINA MALL, JURF , AJMAN",06-7488202,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000861,AJM,Ajman,CLINIC,AL MUBARAK MEDICAL CENTER SPS - LLC,MOH-F-1000861,JURF 1,"PLAT NO 60, UNIT NO 11, JURF 1 INDUSTRIAL AREA NEAR AJMAN FESTIVAL OPPOSITE TO AJMAN NEW PUBLIC MARKET,UAE",06-5248727,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000827,AJM,Ajman,CLINIC,TAHANI MEDICAL CENTER,MOH-F-1000827,RASHIDIA 1,"RASHDIYA 1,AJMAN,UAE",054-4340247,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000019,AJM,Ajman,CLINIC,AL MADAR MEDICAL CENTER - L.L.C,MOH-F-1000019,SHEIKH KHALIFA ST,"AL GHUMLASI BLDG, SHEIKH KHALIFA ST.PO BOX 15028 | AJMAN, UAE",06-7412202,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000635,AJM,Ajman,CLINIC,VPM INTERNATIONAL HEALTH CARE LLC,MOH-F-1000635,SHEIKH KHALIFA BIN ZAYED ST,EMIRATES NBD BUILDING- GULFA BRIDGE - SHEIKH KHALIFA BIN ZAYED ST - AJMAN,050-6505840,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000844,AJM,Ajman,CLINIC,PESHAWAR MEDICAL CENTER LLC-AJMAN,MOH-F-1000844,LUCKY ROUND ABOUT,"INDUSTRIAL AREA 2, LUCKY ROUND ABOUT LANDMARK: GIFT MART AJMAN, UAE",06-5210982,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000465,AJM,Ajman,CLINIC,BYNOONA MEDICAL CENTER L.L.C (SOLE PROPRIETORSHIP),MOH-F-1000465,NUAIMIYA 2,"NUAIMIYA 2, AJMAN, UAE",06-7430015,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000682,AJM,Ajman,CLINIC,DOUBLE CARE MEDICAL CENTER L.L.C,MOH-F-1000682,AJMAN,"AL SHOROUQ TOWERS, BLOCK A UNIT 101 - AJMAN, UAE",06-7448822,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000909,AJM,Ajman,CLINIC,UNITED MEDICAL CENTER LLC,MOH-F-1000909,INDUSTRIAL AREA 2,"MUGHALS BUILDING SHOP NO: 6, INDUSTRIAL AREA 2 AJMAN, UAE",050-2672163,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000125,AJM,Ajman,CLINIC,AL JURF MEDICAL CENTER,MOH-F-1000125,AL JURF,"FLAT NO:105 & 106 AL JURF BUILDING 3, AJMAN, UAE",06-7499766,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000754,AJM,Ajman,CLINIC,AL JURF MEDICAL CENTER - BRANCH 01,MOH-F-1000754,"INDUSTRIAL AREA,SANAYA","SHOP 21-20, NEAR EMIRATES GAS SIGNAL, INDUSTRIAL AREA, SANAYA,AJMAN",06-5399414,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000926,AJM,Ajman,CLINIC,NOOR AL HADAYA MEDICAL CENTER L.L.C,MOH-F-1000926,AL JURF,"ALJURF IND 3, NEXT TO FESCO SUPER MARKET, AJMAN, UAE",06-5208144,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000904,AJM,Ajman,CLINIC,DR JAMEELA CLINIC L.L.C,MOH-F-1000904,RUWAILAH 1,"JAMEELA BUILDING,FLAT NO.2, RUMAILAH1, AL QUDS STREET, AJMAN, UAE",06-7423949,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-5001311,AJM,Ajman,CLINIC,AL SHAMSI PHARMACY L.L.C,MOH-F-5001311,RUWAILAH 1,"JAMEELA BUILDING,GROUND FLOOR,RUMAILAH1,AL QUDS STREET,AJMAN,UAE",06-7442178,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000938,AJM,Ajman,CLINIC,SMART CARE MEDICAL CENTER,MOH-F-1000938,AL JERF INDUSTRIAL 3,"CGHR+2RV - AL JERF INDUSTRIAL 3 - AJMAN, UNITED ARAB EMIRATES",06-5287660,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000885 ,AJM,Ajman,CLINIC,HESSA MEDICAL CLINIC,MOH-F-1000885 ,ABAYA ROUND ABOUT,"OFFICE NO 109, FIRST FLOOR, AL REEM BUILDING, ABAYA ROUND ABOUT, AJMAN, UAE",050-9374461,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.shifaaljazeera.com,,Coordinates derived from area-level geocoding. Verify against Google Maps. Phone numbers are landline format. Website and WhatsApp to be confirmed on a per-clinic basis.
MOH-F-1000333,AJM,Ajman,DENTAL,SKIN AND TEETH MEDICAL CENTER -L.L.C,MOH-F-1000333,ALITHIHAD ST,VILLA 36 & 37 - FLAMINGO VILLAS - AL ZORAH - AL ITTHIHAD ST.,06-7444560,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Coordinates derived from area-level geocoding. Verify against Google Maps.
MOH-F-1000446,AJM,Ajman,DENTAL,AL DURRA DENTAL CLINIC L.L.C,MOH-F-1000446,LEWARA 2,"FLAT NO.105,LEWARA BUILDING,LEWARA 2,AJMAN,UAE",06-7313544,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Coordinates derived from area-level geocoding. Verify against Google Maps.
MOH-F-1000782,AJM,Ajman,DIAGNOSTIC CENTRE,AL FARABI MEDICAL LABORATORIES L.L.C,MOH-F-1000782,AL NUAIMIA ,"FLAT NO 202 ,SHEIKH KHALIFA BIN ZAYED ST - 2 AL NUAIMIA - AJMAN,UAE",06-5565114,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Coordinates derived from area-level geocoding. Verify against Google Maps.
MOH-F-0060022,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA  HOSPITAL AJMAN ,MOH-F-0060022,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.moca.ae,,Hospital facility with emergency services. Coordinates verified via geocoding. 24/7 emergency services available. Ambulance services: 998. Website and WhatsApp confirmation recommended.
MOH-F-0060021,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA MATERNITY AND PEDIATRIC HOSPITAL AJMAN,MOH-F-0060021,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-711 7777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.moca.ae,,Hospital facility with emergency services. Coordinates verified via geocoding. 24/7 emergency services available. Ambulance services: 998. Website and WhatsApp confirmation recommended.
MOH-F-0060020,AJM,Ajman,HOSPITAL,RASHID CENTER FOR DIABETES AND RESEARCH,MOH-F-0060020,JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.moca.ae,,Hospital facility with emergency services. Coordinates verified via geocoding. 24/7 emergency services available. Ambulance services: 998. Website and WhatsApp confirmation recommended.
MOH-F-0060019,AJM,Ajman,HOSPITAL,SHEIKH KHALIFA HOSPITAL MASFOUT AJMAN,MOH-F-0060019,MASFOUT,AJMAN / MASFOUT,04-8099999,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.moca.ae,,Hospital facility with emergency services. Coordinates verified via geocoding. 24/7 emergency services available. Ambulance services: 998. Website and WhatsApp confirmation recommended.
MOH-F-1000509,AJM,Ajman,HOSPITAL,AMINA HOSPITAL,MOH-F-1000509,SAWAN,"AL QUDS STREET, SAWAN AJMAN",06-7114444,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",https://www.moca.ae,,Hospital facility with emergency services. Coordinates verified via geocoding. 24/7 emergency services available. Ambulance services: 998. Website and WhatsApp confirmation recommended.
MOH-F-5000956,AJM,Ajman,PHARMACY,FIRST DEAR HEALTH PHARMACY,MOH-F-5000956,RASHIDIYA 3,"FAYEZ ABUTAHA BUILDING, RASHIDIYA 3,AJMAN,UAE",06-7413322,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001039,AJM,Ajman,PHARMACY,SHIFA ALJZEERAH CENTRE PHARMACY - L.L.C - BRANCH 01,MOH-F-5001039,JURF 1," OPPOSITE TO LUCKY CENTRE, JURF-1, INDUSTRIAL AREA-3, AJMAN, U.A.E",06-7677511,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000760,AJM,Ajman,PHARMACY,SHIFA AL JAZEERAH CENTRE PHARMACY LLC,MOH-F-5000760,AJMAN,"MUHDDA BUILDING, SHOPE NO. 2, NEAR NEST HYPERMARKET, NEW SANAYA, IND. AREA - 2, AJMAN - U A E.",06-7444830,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000754,AJM,Ajman,PHARMACY,SHEIKH KHALIFA HOSPITAL PHARMACY - AJMAN,MOH-F-5000754,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000752,AJM,Ajman,PHARMACY,SHEIKH KHALIFA MATERNITY AND PEDIATRIC HOSPITAL PHARMACY AJMAN,MOH-F-5000752,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000753,AJM,Ajman,PHARMACY,RASHID CENTER FOR DIABETES AND RESEARCH PHARMACY,MOH-F-5000753,AL JURF 1,AJMAN-AL JURF 1 - UNIVERSITY STREET,06-7117777,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000755,AJM,Ajman,PHARMACY,SHEIKH KHALIFA HOSPITAL MASFOUT PHARMACY AJMAN,MOH-F-5000755,MASFOUT,MASFOUT - AJMAN,04-8099999,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000960,AJM,Ajman,PHARMACY,AL SANAIYA PHARMACY L.L.C,MOH-F-5000960,JURF,"PO BOX- 3484, SHOP NO 8 & 9, GROUND FLOOR, AL JARF, SHEIKH AMMAR BIN HUMAID STREET, JURF  IND AREA 1",04-3335502/8007400,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000673,AJM,Ajman,PHARMACY,RIGHT HEALTH PHARMACY JURF LLC,MOH-F-5000673,JURF,PO BOX 3484 SHOP NO 1 JURF INDUSTRIAL ZONE 2 - AJMAN,06-7494969/8007400,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000773,AJM,Ajman,PHARMACY,RIGHT HEALTH PHARMACY JURF2,MOH-F-5000773,JURF,PO BOX 3484 SHOP NO 2 JURF INDUSTRIAL ZONE 2 - AJMAN,06-7404141/8007400,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000250,AJM,Ajman,PHARMACY,NEW SANAIYA PHARMACY - AJMAN,MOH-F-5000250,AJMAN,HASSAN BIN HAITHAM ST - AJMAN,06-7434034/8007400,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001060,AJM,Ajman,PHARMACY,RELIEF PHARMACY LLC,MOH-F-5001060,AL NAKHIL 2,"G8, A BLOCK, AL DIWAN TOWER, SHEIKH RASHID BIN HUMEED ST. AL NAKHIL 2, AJMAN, UAE",06-7483030,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000612,AJM,Ajman,PHARMACY,AL RAFI PHARMACY LLC,MOH-F-5000612,CHINA DANEM,"RING ROAD,NEAR CHINA DANEM BLDG,SHOP NO 9",06-7432844,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000348,AJM,Ajman,PHARMACY,OASIS GR-SHAMS PHARMACY,MOH-F-5000348,SANAIYA,"INDUSTRIAL AREA,SANAIYA",06-7484437,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000541,AJM,Ajman,PHARMACY,AL ELAJ PHARMACY/L.L.C,MOH-F-5000541,RUMAILA,"AL SHARQ STREET, UNION NATIONAL BANK BUILDING, SHOP NO. 9992 & SHOP NO. 9993, G-FLOOR, RUMAILA 3, AJMAN, UAE",06-747 2601,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001055,AJM,Ajman,PHARMACY,AL TALAL PHARMACY LLC,MOH-F-5001055,JURF,"JURF, AJMAN",06-7417450,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000783,AJM,Ajman,PHARMACY,NEW MEDICAL CENTRE PHARMACY BR-RASHIDIYA - AJMAN,MOH-F-5000783,AJMAN,"NEAR SAFEER HYPERMARKET ,SAMHA PLAZA,OPP AL KHOR TOWER, RASHIDIYA - AJMAN",06-7147600,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000641,AJM,Ajman,PHARMACY,METRO PHARMACY,MOH-F-5000641,AJMAN,"AL JURF,INDUSTRIAL AREA 3,JEDDAH STREEET",06-7469664,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000110,AJM,Ajman,PHARMACY,METRO MEDS PHARMACY,MOH-F-5000110,AL NUAIMIA,AL NUAIMIA,06-7469692,"https://www.google.com/maps/@?api=1&map_action=map&center=25.4053692,55.4976581&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
