SL_NO,PROVIDER_NAME,EMIRATE,PROVIDER_TYPE,INSURANCE_NETWORK,NOTES_EXCERPT
MF1359,FATIMA MEDICAL CENTER L L C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF132,GEMS MEDICAL CLINIC LLC AL AIN-AUH,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3052,MEDLIFE MEDICAL CENTRE LLC-ALAIN,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1345,EMIRATES INTERNATIONAL POLYCLINIC SOLE PROPRIETORSHIP LLC,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7316,AL KHAZNA HEALTH MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF105,AL FARHAN MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1973,AL AIN ALAHILI MEDICAL CENTRE - L.L.C - S.P.C (FORMERLY AL AIN ALAHILI MEDICAL CENTRE),ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4571,EASTERN ALAHILI MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C. - BRANCH 1,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4437,NOOR ALAHLI MEDICAL CENTER L.L.C.,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7502,RAYHAN PRIMARY HEALTHCARE CENTRE - SOLE PROPRIETORSHIP L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4391,AL MAMOON MEDICAL CENTER L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1161,AL MIRAGE MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4813,HEALING TOUCH MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1693,AL RANEEN MEDICAL CENTRE LLC,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4840,MISSION MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF69,AL JIMI MEDICAL POLYCLINICS L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7293,AL JIMI MEDICAL POLYCLINICS L.L.C-BRANCH,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2124,ALSULTAN ADVANCED MEDICAL CLINICS,ALAIN,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
MF467,SULTAN MEDICAL CENTRE,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4985,COPE MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF65,AL FARABI MEDICAL CENTER - L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7572,LENOX MEDICAL AND DENTAL CENTER - L.L.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7055,DHIYARA MEDICAL CENTER,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4012,PROFICIENCY HEALTHCARE DIAGNOSTIC LABORATORIES LLC.-BRANCH 1,ALAIN,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7207,LIFE MEDICAL DIAGNOSTICS LLC - BRANCH,ALAIN,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4581,BURJEEL ROYAL HOSPITAL ASHAREJ - L.L.C (FORMERLY BURJEEL FARHA HOSPITAL L.L.C),ALAIN,HOSPITAL,UNKNOWN,Hospital facility with emergency services. Coordinates verif
MF464,SPECIALIZED MEDICAL CARE HOSPITAL,ALAIN,HOSPITAL,UNKNOWN,Hospital facility with emergency services. Coordinates verif
MF233,EMIRATES INTERNATIONAL HOSPITAL - SOLE PROPRIETORSHIP L.L.C.,ALAIN,HOSPITAL,UNKNOWN,Hospital facility with emergency services. Coordinates verif
MF1974,NEW MEDICAL CENTRE SPECIALTY HOSPITAL LTD-ABU DHABI(FORMERLY NEW MEDICAL CENTRE SPECIALTY HOSPITAL L,ALAIN,HOSPITAL,UNKNOWN,Hospital facility with emergency services. Coordinates verif
PF1018,HEALTH FIRST PHARMACY LLC BRANCH 1,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2569,HEALTH FIRST PHARMACY LLC BRANCH 11,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2792,HEALTH FIRST PHARMACY LLC BRANCH 14,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1265,SPECIALIZED MEDICAL CARE HOSPITAL PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2570,CARE HOSPITAL PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2997,BURJEEL FARHA PHARMACY L.L.C.(FORMERLYMEDEOR 24X7INTERNATIONAL PHARMACY LLC-AL AIN),ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2784,ULTRA MEDICAL CENTER PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1389,MUBARAK PHARMACY - SOLE PROPRIETORSHIP L.L.C.,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2776,EMIRATES INTERNATIONAL HOSPITAL PHARMACY - SOLE PROPRIETORSHIP L.L.C.,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1198,RAFA PHARMACY ALAIN,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5230,ASTER PHARMACIES GROUP L.L.C (BRANCH OF DUBAI) BRANCH OF ABU DHABI 12,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5345,ASTER PHARMACIES GROUP L.L.C - BRANCH OF ABU DHABI 16,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1461,AL AIN AL AHALIA PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2791,NOOR AL AHLI PHARMACY L.L.C.,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF3158,MODERN PHARMACY L.L.C - BRANCH OF ABU DHABI 3,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5259,AL RANEEN PHARMACY LLC,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1278,NEDHAL PHARMACY L.L.C,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF4023,NEDHAL PHARMACY L.L.C-BRANCH,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1459,FALAJ HAZZAA PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1430,NEW MEDICAL CENTRE PHARMACY LTD(FORMERLY NEW MEDICAL CENTRE PHARMACY-L.L.C-ALAIN-NMC),ALAIN,PHARMACY,NMC,Pharmacy outlet. Coordinates approximate for area. Operating
PF5027,MARJAN MEDICAL CENTER PHARMACY - BRANCH,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1547,LULU AL AIN PHARMACY LLC,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1591,LULU AL AIN PHARMACY LLC BRANCH,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF1700,LULU ALFOAH PHARMACY LLC,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5570,EMIRATES INTERNATIONAL HOSPITAL PHARMACY BRANCH SOLE PROPRIETORSHIP LLC,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF11771,AL SENAEYA PHARMACY,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5434,MEDON OXYCARE PHARMACY - L.L.C - S.P.C,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MF37,AL AAHED MEDICAL CENTRE - SOLE PROPRITERSHIP L.L.C.,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3643,MEDSTAR CLINICS SANAIYA AL AIN - L.L.C - O.P.C,ALAIN,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
PF2576,MEDSTAR PHARMACY SANAIYA AL AIN - L.L.C - O.P.C,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF5488,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
PF2600,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 11,ALAIN,PHARMACY,UNKNOWN,Pharmacy outlet. Coordinates approximate for area. Operating
MF1413,ZIA MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3125,PESHAWAR MEDICAL CENTRE LLC AUH,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4664,SWAT MEDICAL POLY CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF366,LAHORE MEDICAL CENTRE-SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5116,BAB AL TEB MEDICAL CENTRE LLC-SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4498,LLH MEDICAL CENTRE AL MUSAFFAH L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3983,LLH MEDICAL CENTRE L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4557,LLH MEDICAL CENTRE AL MUSAFFAH L.L.C - BRANCH 1,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5312,LLH MEDICAL CENTRE AL MUSAFFAH L.L.C - BRANCH 3,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4358,OCCU MED CLINIC L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5541,LIFECARE CLINIC L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5525,LIFECARE MEDICAL CENTER L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5661,LIFECARE CLINIC  L.L.C. - BRANCH,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1740,TOP CARE MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1012,SHAHEEN MEDICAL CENTRE,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3244,KARACHI MEDICAL POLYCLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1504,SARHAD MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5241,SABA MEDICAL CENTER LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4742,RIGHT CHOICE MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4684,GOLDEN HEALTH MEDICAL CENTER L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4842,EXPERT MEDICAL CLINIC  - SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4843,TABIBAK MEDICAL CLINIC L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3931,MEDSTAR ICAD MEDICAL CENTER L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3744,NEW NATIONAL MEDICAL CENTRE LLC BRANCH 1,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5245,NEW FAMOUS MEDICAL CENTER LLC-AUH,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3501,MUBARAK MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3528,MEDLINE MEDICAL CENTRE L.L.C.,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3759,MAXIM MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7196,M 26 MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4186,INFINTI MEDICALCENTER LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4284,AL AFIA GHYATHI MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1519,ABU SALMAN MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF113,AL NASEEM MEDICALCENTRE L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3781,AL QABAIL MEDICAL CENTRE L.L.C  L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF475,PROVIDENCE INT'L MEDICAL AND COSMETIC CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5350,BREEZE MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2241,PRIME CARE MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF266,DR GUPTA MEDICAL CENTER LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4747,HIGH LIFE MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4832,HEALTH CLEAR MEDICAL CENTER LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4348,GOLDEN TULIP MEDICAL CENTRE LLC-OPC (FORMERLY GOLDEN TULIP MEDICAL CENTRE L.L.C),AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF59,FREEDOM MEDICAL POLY CLINIC LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1068,COSMPOLITAN MEDICAL CENTRE - SOLE PROPRIETORSHIP LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4737,CARE POINT CLINIC L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5613,BLUE OCEAN MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4569,BAB AL MADINA MEDICAL CENTER L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF924,NEW NATIONAL MEDICAL CENTRE,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF983,DAR AL SHIFA MEDICAL CENTRE ABUDHABI,AUH,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
MF1845,ASTER PRIMARY CARE LLC (ABU DHABI),AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF151,AL WAHDA MEDICAL CENTRE,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1140,LLH MEDICAL CENTER AL DHAFRA - LLC (FORMERLY HALA MEDICAL CENTRE-GHAYATHI),AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3296,AL DHAFRA MODERN MEDICAL CENTRE-BEDA ZAYED,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3779,EXPRESS GHAYATHI MEDICAL CENTRE - L.L.C - O.P.C(FORMERLY EXPRESS GHAYATHI CLINIC-AL DHAFRA),AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF42,AL AMAL MEDICAL CENTRE L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF674,BANIYAS ALAHLI MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4729,STAR AL AHALIA MEDICAL CENTER L.L.C.,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3136,EASTERN ALAHILI MEDICAL CENTER - SOLE PROPRIETORSHIP L.L.C.,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4705,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 1,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4851,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 2,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4850,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 3,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4926,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 4,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5121,NOOR ALAHLI MEDICAL CENTER L.L.C. - BRANCH 6,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF405,OASIS MEDICAL CENTRE L.L.C.,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4552,OASIS MEDICAL CENTRE L.L.C. - BRANCH 1,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4695,WESTERN TOWERS AL AHLIA MEDICAL CENTER L.L.C.,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2580,ADNOC TECHNICIAL INSTITUTE CLINIC - ATI,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2578,SHEIKH KHALIFA ENERGY CLINIC-ADNOC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1963,ABU DHABI REFINERY CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1497,ADNOC ONSHORE MEDICAL CENTRE,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4942,ADNOC HQ CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3545,QUSAHWIRA MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5591,SHAH AL HOSN PLQ CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1166,DAS MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2291,ZIRKU MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2289,UPPER ZAKUM CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2292,ARZANAH CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2290,UMM AL DAKH CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3571,ALSSEIFIYA ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3830,ATTOUK ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4277,WEST ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4182,AL GHALLAN ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4550,ALQATIA ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4570,BUSIKEEN ISLAND CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5581,UMM SHAIF FIELD CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5635,ZAKUM WEST SUPER COMPLEX CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5670,AL NASR FIELD CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5674,UMM AL LULU CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2582,SHAH GENERAL CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3044,SAHEL  CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2336,BUHASA MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2334,DABBAYIA CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2333,HABSHAN MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF2335,ASAB MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3149,BIDA AL OSHANAH CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1103,ADAM & EVE SPECIALIZED MEDICAL CENTRE L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF5163,ADAM & EVE SPECIALIZED MEDICAL CENTRE L.L.C. - BRANCH,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3037,DOCTOR ATIQUR RAHMAN POLYCLINIC LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7522,GROW AND GLOW MEDCLINIC- SOLE PROPRIERTORSHIP LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7401,A B C PLUS MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF187,BASEL MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF1798,HOME HEALTH MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF335,MARIAM MEDICAL CENTER LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4907,HEALTH TIME MEDICAL CENTRE - SOLE PROPRIETORSHIP L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF7186,APEX MEDICAL CENTRE L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4961,INDUS MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF87,AL KAMAL MEDICAL POLY CLINICS-L.L.C- S.P.C (FORMERLY AL KAMAL MEDICAL POLYCLINICS-LLC),AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4242,EVER CARE MEDICAL CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF3918,EMERALD MEDICAL CENTRE LLC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4598,HOPE MEDICAL CENTER L.L.C,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF660,MODERN CENTER,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
MF4019,RAHMATH SILA CLINIC,AUH,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
